customer_id,recency_days,frequency,monetary,returns,recency_score,frequency_score,monetary_score,rfm_score,rfm_segment
C101900,932,1,50044.64,0.0,5,1,3,9,Needs Attention
C101902,15,2,125616.74,0.0,1,2,4,7,Needs Attention
C101904,269,2,10423.4,0.0,4,2,2,8,Needs Attention
C101907,328,2,29828.08,0.0,4,2,3,9,Needs Attention
C101908,168,1,6789.44,0.0,3,1,1,5,At Risk
C101909,288,4,170310.79,0.0,4,4,5,13,Champions
C101910,1022,1,57636.27,0.0,5,1,3,9,Needs Attention
C101911,366,2,8193.52,0.0,4,2,1,7,Needs Attention
C101912,384,6,39864.68,0.0,4,4,3,11,Loyal
C101915,456,2,6955.07,0.0,4,2,1,7,Needs Attention
C101918,2,12,198706.24,0.0,1,5,5,11,Loyal
C101919,774,2,10592.79,4250.87,5,2,2,9,Needs Attention
C101921,613,2,15490.05,3730.36,5,2,2,9,Needs Attention
C101923,44,2,2822.14,0.0,2,2,1,5,At Risk
C101924,211,1,3442.98,3341.3,3,1,1,5,At Risk
C101925,116,2,22542.489999999998,0.0,3,2,2,7,Needs Attention
C101926,210,3,17502.079999999998,0.0,3,3,2,8,Needs Attention
C101929,278,2,77460.91,0.0,4,2,4,10,Loyal
C101930,360,4,175819.48,1894.46,4,4,5,13,Champions
C101931,349,1,11555.77,0.0,4,1,2,7,Needs Attention
C101936,291,1,6291.47,0.0,4,1,1,6,At Risk
C101937,225,4,196604.94,0.0,3,4,5,12,Loyal
C101938,68,5,101360.49,0.0,2,4,4,10,Loyal
C101940,133,7,133403.81,0.0,3,4,4,11,Loyal
C101941,170,1,1489.26,1410.42,3,1,1,5,At Risk
C101942,50,2,10913.779999999999,0.0,2,2,2,6,At Risk
C101944,4,8,83380.93,13996.75,1,5,4,10,Loyal
C101945,24,3,105526.83,0.0,1,3,4,8,Needs Attention
C101946,455,2,50588.53,0.0,4,2,3,9,Needs Attention
C101947,95,1,6419.87,0.0,3,1,1,5,At Risk
C101948,203,1,99225.78,0.0,3,1,4,8,Needs Attention
C101949,7,46,623905.8,6572.16,1,5,5,11,Loyal
C101952,24,4,185123.31,0.0,1,4,5,10,Loyal
C101953,711,1,36947.88,0.0,5,1,3,9,Needs Attention
C101954,210,2,12169.89,0.0,3,2,2,7,Needs Attention
C101955,751,1,2045.71,0.0,5,1,1,7,Needs Attention
C101956,396,5,41506.770000000004,0.0,4,4,3,11,Loyal
C101957,131,1,79685.71,0.0,3,1,4,8,Needs Attention
C101958,761,1,18681.82,0.0,5,1,2,8,Needs Attention
C101961,414,2,15368.14,0.0,4,2,2,8,Needs Attention
C101962,203,5,129686.45000000001,0.0,3,4,4,11,Loyal
C101963,815,1,43814.12,38304.05,5,1,3,9,Needs Attention
C101964,223,4,52584.229999999996,0.0,3,4,3,10,Loyal
C101965,774,1,746.91,0.0,5,1,1,7,Needs Attention
C101966,443,1,24941.56,23424.19,4,1,2,7,Needs Attention
C101967,404,1,57023.91,0.0,4,1,3,8,Needs Attention
C101968,441,1,12515.11,0.0,4,1,2,7,Needs Attention
C101969,85,5,39441.2,6578.03,2,4,3,9,Needs Attention
C101970,965,1,50258.25,0.0,5,1,3,9,Needs Attention
C101971,25,10,224947.55,0.0,1,5,5,11,Loyal
C101972,742,1,5970.48,0.0,5,1,1,7,Needs Attention
C101973,446,2,48000.270000000004,0.0,4,2,3,9,Needs Attention
C101974,212,1,5456.89,0.0,3,1,1,5,At Risk
C101975,700,1,6419.87,0.0,5,1,1,7,Needs Attention
C101976,270,6,139330.98,0.0,4,4,4,12,Loyal
C101977,65,8,394103.81999999995,0.0,2,5,5,12,Loyal
C101978,65,1,5755.89,0.0,2,1,1,4,At Risk
C101979,239,4,65517.090000000004,0.0,3,4,3,10,Loyal
C101980,553,8,50477.35,10258.51,5,5,3,13,Champions
C101981,276,7,45716.32,12283.27,4,4,3,11,Loyal
C101982,35,11,344324.94,8604.14,1,5,5,11,Loyal
C101984,11,5,116087.3,0.0,1,4,4,9,Needs Attention
C101985,199,3,64219.51,0.0,3,3,3,9,Needs Attention
C101986,83,6,98366.08,14350.85,2,4,4,10,Loyal
C101987,767,1,487.84,0.0,5,1,1,7,Needs Attention
C101988,77,1,17333.65,0.0,2,1,2,5,At Risk
C101989,770,1,11855.92,0.0,5,1,2,8,Needs Attention
C101990,10,5,257361.22999999998,0.0,1,4,5,10,Loyal
C101991,435,2,74802.61,0.0,4,2,4,10,Loyal
C101992,929,1,48688.31,0.0,5,1,3,9,Needs Attention
C101993,45,32,843187.73,8502.42,2,5,5,12,Loyal
C101994,101,2,12214.150000000001,0.0,3,2,2,7,Needs Attention
C101995,32,20,458043.36,40636.880000000005,1,5,5,11,Loyal
C101996,39,7,215103.4,68656.22,2,4,5,11,Loyal
C101997,79,2,14958.47,0.0,2,2,2,6,At Risk
C101998,879,1,4145.77,0.0,5,1,1,7,Needs Attention
C101999,3,62,1075578.95,106573.48000000001,1,5,5,11,Loyal
C102000,63,5,128377.55,10793.69,2,4,4,10,Loyal
C102002,357,3,32642.67,0.0,4,3,3,10,Loyal
C102003,403,4,51754.94,3289.22,4,4,3,11,Loyal
C102007,19,19,390697.93,1583.54,1,5,5,11,Loyal
C102009,267,1,65539.01,0.0,4,1,3,8,Needs Attention
C102010,293,1,86495.28,0.0,4,1,4,9,Needs Attention
C102011,62,3,14249.46,0.0,2,3,2,7,Needs Attention
C102012,232,3,28463.97,4517.79,3,3,3,9,Needs Attention
C102013,226,3,96590.57,0.0,3,3,4,10,Loyal
C102014,84,2,71178.65999999999,0.0,2,2,4,8,Needs Attention
C102015,68,8,89894.44,0.0,2,5,4,11,Loyal
C102016,117,9,218418.07,0.0,3,5,5,13,Champions
C102017,17,2,16671.62,0.0,1,2,2,5,At Risk
C102019,17,4,19392.07,0.0,1,4,2,7,Needs Attention
C102021,67,3,101235.06,0.0,2,3,4,9,Needs Attention
C102024,37,9,156374.94999999998,0.0,1,5,5,11,Loyal
C102025,964,1,28889.41,0.0,5,1,3,9,Needs Attention
C102026,54,2,63620.38,0.0,2,2,3,7,Needs Attention
C102028,779,1,8579.72,0.0,5,1,2,8,Needs Attention
C102030,5,10,143646.01,2631.45,1,5,4,10,Loyal
C102031,6,1,3517.47,0.0,1,1,1,3,At Risk
C102032,565,1,137089.32,0.0,5,1,4,10,Loyal
C102033,662,4,216927.97,0.0,5,4,5,14,Champions
C102035,766,2,2203.5,0.0,5,2,1,8,Needs Attention
C102036,547,2,9710.6,0.0,5,2,2,9,Needs Attention
C102038,987,1,12587.55,0.0,5,1,2,8,Needs Attention
C102039,32,1,30986.12,24520.35,1,1,3,5,At Risk
C102040,49,3,37287.28,14750.74,2,3,3,8,Needs Attention
C102041,1060,1,642.24,0.0,5,1,1,7,Needs Attention
C102043,423,1,54754.73,0.0,4,1,3,8,Needs Attention
C102044,960,1,11876.76,0.0,5,1,2,8,Needs Attention
C102045,242,5,101410.06,59433.09,3,4,4,11,Loyal
C102046,412,1,4371.2,0.0,4,1,1,6,At Risk
C102048,586,2,18973.93,0.0,5,2,2,9,Needs Attention
C102050,202,7,207095.34,3315.36,3,4,5,12,Loyal
C102051,140,3,45591.83,0.0,3,3,3,9,Needs Attention
C102053,13,4,65344.74,7072.16,1,4,3,8,Needs Attention
C102054,228,2,12005.16,0.0,3,2,2,7,Needs Attention
C102056,5,114,1917126.98,128188.79000000001,1,5,5,11,Loyal
C102057,223,6,422656.42,0.0,3,4,5,12,Loyal
C102059,3,25,364786.73,14625.36,1,5,5,11,Loyal
C102060,705,2,54635.13,0.0,5,2,3,10,Loyal
C102061,9,82,1700143.62,23741.82,1,5,5,11,Loyal
C102063,77,3,243248.61000000002,0.0,2,3,5,10,Loyal
C102064,6,2,27005.65,0.0,1,2,2,5,At Risk
C102066,1,6,73590.02,36890.97,1,4,4,9,Needs Attention
C102067,32,16,340860.72,0.0,1,5,5,11,Loyal
C102069,641,1,12494.23,0.0,5,1,2,8,Needs Attention
C102072,185,7,185626.49,0.0,3,4,5,12,Loyal
C102073,423,5,49515.6,0.0,4,4,3,11,Loyal
C102074,178,4,77193.34,0.0,3,4,4,11,Loyal
C102075,50,8,249223.7,136025.35,2,5,5,12,Loyal
C102076,371,2,40257.95,0.0,4,2,3,9,Needs Attention
C102077,37,55,1034278.51,79829.48,1,5,5,11,Loyal
C102078,676,1,2684.13,0.0,5,1,1,7,Needs Attention
C102079,157,2,109976.71,83373.89,3,2,4,9,Needs Attention
C102081,427,2,12484.740000000002,0.0,4,2,2,8,Needs Attention
C102082,219,4,16075.25,0.0,3,4,2,9,Needs Attention
C102083,3,37,697255.69,2452.6,1,5,5,11,Loyal
C102084,59,7,263018.6,0.0,2,4,5,11,Loyal
C102086,438,1,6419.87,6063.41,4,1,1,6,At Risk
C102088,610,1,1017.99,0.0,5,1,1,7,Needs Attention
C102089,8,2,36010.26,0.0,1,2,3,6,At Risk
C102090,35,4,80635.69,0.0,1,4,4,9,Needs Attention
C102091,36,2,36823.09,0.0,1,2,3,6,At Risk
C102092,489,1,58886.74,0.0,4,1,3,8,Needs Attention
C102094,571,3,40494.72,0.0,5,3,3,11,Loyal
C102095,384,2,61691.03,0.0,4,2,3,9,Needs Attention
C102096,866,1,23138.55,20857.44,5,1,2,8,Needs Attention
C102098,332,4,158655.36,0.0,4,4,5,13,Champions
C102100,189,6,25046.809999999998,5424.01,3,4,2,9,Needs Attention
C102101,15,10,104021.68000000001,16761.42,1,5,4,10,Loyal
C102102,33,11,227553.52,0.0,1,5,5,11,Loyal
C102104,165,3,27545.89,0.0,3,3,2,8,Needs Attention
C102107,50,2,25294.29,10471.2,2,2,2,6,At Risk
C102108,130,1,7590.51,0.0,3,1,1,5,At Risk
C102109,456,1,6259.37,0.0,4,1,1,6,At Risk
C102110,124,1,2284.87,0.0,3,1,1,5,At Risk
C102111,64,15,384037.94,0.0,2,5,5,12,Loyal
C102112,401,3,33761.399999999994,0.0,4,3,3,10,Loyal
C102113,402,3,42079.12,0.0,4,3,3,10,Loyal
C102114,201,4,40818.880000000005,0.0,3,4,3,10,Loyal
C102115,263,6,85884.11,0.0,4,4,4,12,Loyal
C102116,439,1,6638.72,0.0,4,1,1,6,At Risk
C102117,227,2,262255.47000000003,0.0,3,2,5,10,Loyal
C102118,342,2,14380.51,0.0,4,2,2,8,Needs Attention
C102119,15,3,70541.01000000001,0.0,1,3,4,8,Needs Attention
C102120,417,1,6259.37,0.0,4,1,1,6,At Risk
C102122,76,3,187442.15000000002,0.0,2,3,5,10,Loyal
C102123,406,1,5970.5,0.0,4,1,1,6,At Risk
C102124,998,1,62445.19,0.0,5,1,3,9,Needs Attention
C102127,53,5,104374.36,0.0,2,4,4,10,Loyal
C102128,6,6,178428.82,41275.92,1,4,5,10,Loyal
C102129,82,2,44296.81,0.0,2,2,3,7,Needs Attention
C102130,192,4,64324.86,0.0,3,4,3,10,Loyal
C102132,85,3,31522.010000000002,4678.42,2,3,3,8,Needs Attention
C102133,59,7,63605.5,2763.52,2,4,3,9,Needs Attention
C102134,55,18,487478.8,49697.95,2,5,5,12,Loyal
C102136,86,4,127774.58,2767.12,2,4,4,10,Loyal
C102137,82,7,375113.20999999996,155407.8,2,4,5,11,Loyal
C102138,631,1,887.37,0.0,5,1,1,7,Needs Attention
C102139,44,6,154100.65,0.0,2,4,4,10,Loyal
C102141,12,10,363543.68,0.0,1,5,5,11,Loyal
C102142,34,5,102376.37,53262.7,1,4,4,9,Needs Attention
C102143,24,12,271772.16,0.0,1,5,5,11,Loyal
C102144,415,1,490.46,0.0,4,1,1,6,At Risk
C102146,6,2,9023.099999999999,0.0,1,2,2,5,At Risk
C102147,31,3,8317.77,0.0,1,3,2,6,At Risk
C102148,967,1,5970.48,0.0,5,1,1,7,Needs Attention
C102149,150,1,12357.94,0.0,3,1,2,6,At Risk
C102150,1095,1,67807.38,0.0,5,1,3,9,Needs Attention
C102151,931,1,8119.96,0.0,5,1,1,7,Needs Attention
C102152,266,1,15490.54,0.0,4,1,2,7,Needs Attention
C102153,17,74,1815140.33,31899.75,1,5,5,11,Loyal
C102155,21,2,82464.35,0.0,1,2,4,7,Needs Attention
C102156,8,13,161846.25,20588.67,1,5,5,11,Loyal
C102157,18,4,57519.72,0.0,1,4,3,8,Needs Attention
C102158,964,1,1877.74,1544.85,5,1,1,7,Needs Attention
C102159,407,1,4924.95,0.0,4,1,1,6,At Risk
C102160,36,6,119042.41,13509.499999999998,1,4,4,9,Needs Attention
C102161,1087,1,23058.49,0.0,5,1,2,8,Needs Attention
C102162,37,3,86345.03,0.0,1,3,4,8,Needs Attention
C102163,213,3,49074.97,0.0,3,3,3,9,Needs Attention
C102164,117,8,279657.78,0.0,3,5,5,13,Champions
C102166,197,1,292.55,0.0,3,1,1,5,At Risk
C102168,40,13,252826.68,6839.4,2,5,5,12,Loyal
C102169,15,18,463829.51,319.48,1,5,5,11,Loyal
C102170,49,9,88696.76999999999,0.0,2,5,4,11,Loyal
C102171,8,5,77866.69,11165.45,1,4,4,9,Needs Attention
C102172,336,2,4993.46,0.0,4,2,1,7,Needs Attention
C102173,325,1,1183.55,0.0,4,1,1,6,At Risk
C102174,147,2,54274.11,0.0,3,2,3,8,Needs Attention
C102175,483,2,6331.06,0.0,4,2,1,7,Needs Attention
C102176,253,5,89343.05,26863.68,3,4,4,11,Loyal
C102178,662,2,10592.79,0.0,5,2,2,9,Needs Attention
C102179,51,9,176695.55,55593.270000000004,2,5,5,12,Loyal
C102180,604,2,14469.59,0.0,5,2,2,9,Needs Attention
C102181,37,2,1978.3,0.0,1,2,1,4,At Risk
C102182,18,2,8501.68,0.0,1,2,2,5,At Risk
C102183,483,2,18360.829999999998,0.0,4,2,2,8,Needs Attention
C102185,119,6,114312.75,0.0,3,4,4,11,Loyal
C102187,395,2,146882.25,0.0,4,2,4,10,Loyal
C102189,406,2,224455.09999999998,0.0,4,2,5,11,Loyal
C102190,60,3,118541.87,0.0,2,3,4,9,Needs Attention
C102192,32,13,369777.29000000004,7688.21,1,5,5,11,Loyal
C102193,574,3,20768.460000000003,0.0,5,3,2,10,Loyal
C102194,76,4,42505.12,2088.25,2,4,3,9,Needs Attention
C102195,288,3,20746.61,0.0,4,3,2,9,Needs Attention
C102196,453,3,270286.32,0.0,4,3,5,12,Loyal
C102197,231,3,59526.2,0.0,3,3,3,9,Needs Attention
C102198,23,9,249360.75999999998,164217.53,1,5,5,11,Loyal
C102199,194,3,17604.19,0.0,3,3,2,8,Needs Attention
C102200,187,1,2125.23,0.0,3,1,1,5,At Risk
C102201,17,2,19259.61,0.0,1,2,2,5,At Risk
C102202,422,1,22584.7,0.0,4,1,2,7,Needs Attention
C102204,45,4,128866.39,5934.81,2,4,4,10,Loyal
C102205,180,9,244744.71,51536.74,3,5,5,13,Champions
C102206,813,1,54792.02,0.0,5,1,3,9,Needs Attention
C102210,203,2,19288.8,0.0,3,2,2,7,Needs Attention
C102211,314,2,77535.56000000001,0.0,4,2,4,10,Loyal
C102213,37,6,147373.55,0.0,1,4,4,9,Needs Attention
C102214,530,1,3753.61,0.0,5,1,1,7,Needs Attention
C102215,118,6,44964.229999999996,4991.1,3,4,3,10,Loyal
C102216,106,6,189833.32,11062.73,3,4,5,12,Loyal
C102217,214,2,1348.9299999999998,0.0,3,2,1,6,At Risk
C102219,391,2,10219.48,0.0,4,2,2,8,Needs Attention
C102221,806,1,1995.41,0.0,5,1,1,7,Needs Attention
C102225,87,1,12197.75,0.0,2,1,2,5,At Risk
C102226,86,8,73592.4,9707.58,2,5,4,11,Loyal
C102227,587,1,50281.09,0.0,5,1,3,9,Needs Attention
C102228,15,16,254177.47,0.0,1,5,5,11,Loyal
C102231,31,2,44780.96,0.0,1,2,3,6,At Risk
C102232,605,1,6419.87,0.0,5,1,1,7,Needs Attention
C102235,7,131,3122546.83,25632.73,1,5,5,11,Loyal
C102238,76,12,261005.52000000002,59516.119999999995,2,5,5,12,Loyal
C102241,388,1,5809.25,0.0,4,1,1,6,At Risk
C102242,403,2,26085.85,5075.12,4,2,2,8,Needs Attention
C102243,451,1,64799.9,0.0,4,1,3,8,Needs Attention
C102244,366,2,209204.34,0.0,4,2,5,11,Loyal
C102245,8,15,305366.01999999996,6691.63,1,5,5,11,Loyal
C102246,22,3,8252.8,1269.53,1,3,2,6,At Risk
C102248,24,19,221495.87,60872.07,1,5,5,11,Loyal
C102249,102,3,34844.97,0.0,3,3,3,9,Needs Attention
C102251,563,2,61824.08,0.0,5,2,3,10,Loyal
C102254,931,1,34084.74,0.0,5,1,3,9,Needs Attention
C102255,54,15,380170.18,0.0,2,5,5,12,Loyal
C102256,130,6,350444.91,4601.35,3,4,5,12,Loyal
C102257,217,3,38436.9,25799.21,3,3,3,9,Needs Attention
C102258,882,2,47407.270000000004,0.0,5,2,3,10,Loyal
C102260,51,1,26744.32,0.0,2,1,2,5,At Risk
C102262,250,4,65487.200000000004,0.0,3,4,3,10,Loyal
C102263,558,1,5585.29,0.0,5,1,1,7,Needs Attention
C102264,935,1,68022.83,0.0,5,1,4,10,Loyal
C102266,289,1,5970.48,0.0,4,1,1,6,At Risk
C102267,574,3,6475.46,0.0,5,3,1,9,Needs Attention
C102269,187,9,123068.33,0.0,3,5,4,12,Loyal
C102272,51,4,154347.42,101086.76,2,4,4,10,Loyal
C102274,478,2,5923.429999999999,0.0,4,2,1,7,Needs Attention
C102275,4,9,95046.95999999999,0.0,1,5,4,10,Loyal
C102276,35,5,42265.86,0.0,1,4,3,8,Needs Attention
C102277,68,6,212899.33000000002,0.0,2,4,5,11,Loyal
C102278,438,4,68637.17,3329.27,4,4,4,12,Loyal
C102279,709,1,11812.56,0.0,5,1,2,8,Needs Attention
C102280,37,19,267423.33,575.51,2,5,5,12,Loyal
C102281,199,1,4493.91,0.0,3,1,1,5,At Risk
C102282,925,1,764.9,581.04,5,1,1,7,Needs Attention
C102283,433,3,33410.5,0.0,4,3,3,10,Loyal
C102284,938,2,61367.700000000004,0.0,5,2,3,10,Loyal
C102286,196,9,74290.18000000001,0.0,3,5,4,12,Loyal
C102287,190,6,97549.87,0.0,3,4,4,11,Loyal
C102289,238,2,128336.52,0.0,3,2,4,9,Needs Attention
C102290,753,1,418.67,409.6,5,1,1,7,Needs Attention
C102291,13,4,206859.06,0.0,1,4,5,10,Loyal
C102293,700,1,140414.24,108999.26,5,1,4,10,Loyal
C102294,417,4,61905.11,0.0,4,4,3,11,Loyal
C102295,230,3,32633.83,0.0,3,3,3,9,Needs Attention
C102296,42,2,48297.46,0.0,2,2,3,7,Needs Attention
C102297,775,1,3236.93,0.0,5,1,1,7,Needs Attention
C102298,1,65,1390440.46,35414.229999999996,1,5,5,11,Loyal
C102299,7,1,5135.9,0.0,1,1,1,3,At Risk
C102301,469,3,58006.05,0.0,4,3,3,10,Loyal
C102306,1005,1,6227.27,0.0,5,1,1,7,Needs Attention
C102307,1085,1,6419.87,4916.96,5,1,1,7,Needs Attention
C102308,408,2,16882.55,0.0,4,2,2,8,Needs Attention
C102309,916,1,281.29,0.0,5,1,1,7,Needs Attention
C102310,68,3,47571.73,0.0,2,3,3,8,Needs Attention
C102311,15,9,62204.47,0.0,1,5,3,9,Needs Attention
C102313,232,1,4473.55,4211.31,3,1,1,5,At Risk
C102314,95,9,224741.84,20726.15,3,5,5,13,Champions
C102315,300,2,97379.84,0.0,4,2,4,10,Loyal
C102316,542,3,14896.49,0.0,5,3,2,10,Loyal
C102317,103,2,105438.61,0.0,3,2,4,9,Needs Attention
C102318,247,3,25652.270000000004,0.0,3,3,2,8,Needs Attention
C102319,739,1,31343.14,0.0,5,1,3,9,Needs Attention
C102320,135,3,20119.85,0.0,3,3,2,8,Needs Attention
C102324,118,2,2128.58,1407.75,3,2,1,6,At Risk
C102326,83,2,44630.12,38848.19,2,2,3,7,Needs Attention
C102327,2,389,7473580.58,233702.87,1,5,5,11,Loyal
C102328,200,3,46894.25,0.0,3,3,3,9,Needs Attention
C102329,33,7,218098.16,0.0,1,4,5,10,Loyal
C102330,27,18,263848.36,53235.29,1,5,5,11,Loyal
C102331,147,5,108979.78,0.0,3,4,4,11,Loyal
C102332,769,2,39957.69,0.0,5,2,3,10,Loyal
C102334,423,1,11717.8,0.0,4,1,2,7,Needs Attention
C102335,43,4,71896.58,48698.9,2,4,4,10,Loyal
C102336,85,2,22897.93,0.0,2,2,2,6,At Risk
C102337,1051,1,41623.41,0.0,5,1,3,9,Needs Attention
C102338,79,1,716.11,0.0,2,1,1,4,At Risk
C102339,706,1,1499.47,0.0,5,1,1,7,Needs Attention
C102340,226,5,19618.78,1847.61,3,4,2,9,Needs Attention
C102341,25,6,206973.38,10122.49,1,4,5,10,Loyal
C102342,1011,1,38062.0,34306.92,5,1,3,9,Needs Attention
C102343,14,10,506643.14,0.0,1,5,5,11,Loyal
C102344,212,1,64736.82,0.0,3,1,3,7,Needs Attention
C102345,53,4,35186.369999999995,0.0,2,4,3,9,Needs Attention
C102346,845,1,4622.31,0.0,5,1,1,7,Needs Attention
C102347,38,4,65778.4,38643.9,2,4,3,9,Needs Attention
C102348,28,15,306804.88,0.0,1,5,5,11,Loyal
C102349,60,13,187059.38,0.0,2,5,5,12,Loyal
C102353,1027,1,12169.76,0.0,5,1,2,8,Needs Attention
C102354,258,10,240190.08,0.0,3,5,5,13,Champions
C102355,274,1,5456.89,0.0,4,1,1,6,At Risk
C102356,273,1,3710.21,0.0,4,1,1,6,At Risk
C102358,81,4,37995.86,15802.28,2,4,3,9,Needs Attention
C102359,2,15,234720.27,28664.94,1,5,5,11,Loyal
C102361,28,12,181015.3,7095.18,1,5,5,11,Loyal
C102362,87,2,192599.87,143152.27,2,2,5,9,Needs Attention
C102363,225,5,52871.25,0.0,3,4,3,10,Loyal
C102364,72,2,9231.8,0.0,2,2,2,6,At Risk
C102365,249,2,32933.93,0.0,3,2,3,8,Needs Attention
C102366,539,1,1963.17,0.0,5,1,1,7,Needs Attention
C102367,808,1,797.92,0.0,5,1,1,7,Needs Attention
C102368,9,14,168659.37,6462.719999999999,1,5,5,11,Loyal
C102369,109,2,7882.889999999999,6123.8,3,2,1,6,At Risk
C102370,750,4,88860.35,3506.76,5,4,4,13,Champions
C102371,575,1,943.17,0.0,5,1,1,7,Needs Attention
C102372,758,3,162773.53,0.0,5,3,5,13,Champions
C102373,395,5,42908.4,11289.56,4,4,3,11,Loyal
C102374,994,1,35831.53,0.0,5,1,3,9,Needs Attention
C102376,75,13,155479.08,481.69,2,5,4,11,Loyal
C102377,347,2,31568.6,0.0,4,2,3,9,Needs Attention
C102378,958,1,3402.53,0.0,5,1,1,7,Needs Attention
C102379,229,1,10724.66,0.0,3,1,2,6,At Risk
C102381,831,2,100333.76999999999,0.0,5,2,4,11,Loyal
C102382,594,1,747.31,0.0,5,1,1,7,Needs Attention
C102384,65,1,5777.88,0.0,2,1,1,4,At Risk
C102386,782,2,16533.07,0.0,5,2,2,9,Needs Attention
C102387,15,28,796096.1,6996.280000000001,1,5,5,11,Loyal
C102388,121,3,59057.130000000005,0.0,3,3,3,9,Needs Attention
C102389,437,3,21890.54,0.0,4,3,2,9,Needs Attention
C102390,451,1,5328.49,0.0,4,1,1,6,At Risk
C102391,203,2,29691.9,0.0,3,2,3,8,Needs Attention
C102392,35,1,12169.76,0.0,1,1,2,4,At Risk
C102393,64,13,126934.22,0.0,2,5,4,11,Loyal
C102394,230,1,10913.78,0.0,3,1,2,6,At Risk
C102396,36,7,255370.73,0.0,1,4,5,10,Loyal
C102398,102,1,6419.87,0.0,3,1,1,5,At Risk
C102399,16,8,213688.69,899.88,1,5,5,11,Loyal
C102400,32,1,527.46,0.0,1,1,1,3,At Risk
C102402,9,5,39141.04,0.0,1,4,3,8,Needs Attention
C102404,89,5,110556.34,0.0,2,4,4,10,Loyal
C102405,32,2,71916.16,2473.35,1,2,4,7,Needs Attention
C102406,165,13,323208.41,15458.849999999999,3,5,5,13,Champions
C102407,60,8,139121.5,0.0,2,5,4,11,Loyal
C102408,387,4,36378.17,905.69,4,4,3,11,Loyal
C102409,702,2,34567.049999999996,0.0,5,2,3,10,Loyal
C102410,561,1,642.26,0.0,5,1,1,7,Needs Attention
C102411,75,4,241576.58,0.0,2,4,5,11,Loyal
C102412,167,1,53260.69,0.0,3,1,3,7,Needs Attention
C102413,360,4,46805.100000000006,0.0,4,4,3,11,Loyal
C102414,222,2,3267.79,0.0,3,2,1,6,At Risk
C102415,442,1,35640.18,0.0,4,1,3,8,Needs Attention
C102418,210,2,13506.970000000001,0.0,3,2,2,7,Needs Attention
C102419,446,5,103715.23,0.0,4,4,4,12,Loyal
C102420,2,4,39569.72,8705.07,1,4,3,8,Needs Attention
C102421,879,1,4814.9,0.0,5,1,1,7,Needs Attention
C102422,72,2,8286.900000000001,0.0,2,2,2,6,At Risk
C102424,9,18,360688.72,25863.14,1,5,5,11,Loyal
C102425,389,1,27562.81,0.0,4,1,2,7,Needs Attention
C102428,13,9,188762.19,4784.21,1,5,5,11,Loyal
C102430,42,4,19426.9,4401.96,2,4,2,8,Needs Attention
C102431,8,1,1601.67,0.0,1,1,1,3,At Risk
C102432,58,13,267248.58,1243.11,2,5,5,12,Loyal
C102433,80,9,59993.1,0.0,2,5,3,10,Loyal
C102435,45,10,72433.62999999999,0.0,2,5,4,11,Loyal
C102436,402,1,3135.8,0.0,4,1,1,6,At Risk
C102437,88,3,5101.39,658.02,2,3,1,6,At Risk
C102438,22,3,80079.75,0.0,1,3,4,8,Needs Attention
C102439,180,12,430244.41000000003,0.0,3,5,5,13,Champions
C102441,161,2,28051.71,0.0,3,2,2,7,Needs Attention
C102443,250,1,2138.36,0.0,3,1,1,5,At Risk
C102444,441,1,10248.22,9337.45,4,1,2,7,Needs Attention
C102446,30,22,469760.56,0.0,1,5,5,11,Loyal
C102448,139,7,167792.5,74871.02,3,4,5,12,Loyal
C102449,1053,1,32890.67,0.0,5,1,3,9,Needs Attention
C102450,685,1,5264.29,0.0,5,1,1,7,Needs Attention
C102451,1079,1,5425.43,0.0,5,1,1,7,Needs Attention
C102453,52,5,69258.99,19855.49,2,4,4,10,Loyal
C102455,62,47,1513091.08,128747.06,2,5,5,12,Loyal
C102456,81,9,248064.19,114122.8,2,5,5,12,Loyal
C102457,393,1,40175.94,0.0,4,1,3,8,Needs Attention
C102458,57,6,66173.33,41824.27,2,4,3,9,Needs Attention
C102459,554,2,20530.769999999997,0.0,5,2,2,9,Needs Attention
C102460,171,2,9508.41,0.0,3,2,2,7,Needs Attention
C102461,677,1,12454.55,0.0,5,1,2,8,Needs Attention
C102462,163,2,176038.63,0.0,3,2,5,10,Loyal
C102463,28,19,472707.97000000003,255252.54,1,5,5,11,Loyal
C102465,46,1,3753.61,3603.24,2,1,1,4,At Risk
C102466,61,7,193061.15,25470.58,2,4,5,11,Loyal
C102469,393,2,12729.28,0.0,4,2,2,8,Needs Attention
C102470,77,3,64684.99,0.0,2,3,3,8,Needs Attention
C102471,15,8,169417.25,4881.92,1,5,5,11,Loyal
C102472,207,1,233279.64,0.0,3,1,5,9,Needs Attention
C102473,83,31,596213.4,65622.22,2,5,5,12,Loyal
C102475,340,3,45336.490000000005,0.0,4,3,3,10,Loyal
C102476,783,2,10566.81,0.0,5,2,2,9,Needs Attention
C102477,51,25,484814.39,70596.53,2,5,5,12,Loyal
C102479,99,3,60063.02,5448.87,3,3,3,9,Needs Attention
C102480,391,2,30624.25,4244.35,4,2,3,9,Needs Attention
C102481,812,3,122475.41,0.0,5,3,4,12,Loyal
C102482,35,1,1758.38,0.0,1,1,1,3,At Risk
C102483,18,15,332407.04,0.0,1,5,5,11,Loyal
C102484,931,1,1859.74,0.0,5,1,1,7,Needs Attention
C102485,115,9,289992.83,0.0,3,5,5,13,Champions
