customer_id,customer_name,gender,age,city,state,region,signup_date,acquisition_channel,loyalty_tier,customer_segment_seed
C102087,Customer 02087,Female,40,Delhi,Delhi,North,2024-11-17,Paid Search,Silver,Occasional
C102088,Customer 02088,Female,32,Hyderabad,Telangana,South,2023-11-12,Affiliate,Bronze,Occasional
C102089,Customer 02089,Female,21,Mumbai,Maharashtra,West,2023-01-21,Affiliate,Bronze,Loyal
C102090,Customer 02090,Male,53,Bengaluru,Karnataka,South,2025-07-07,Email,Bronze,Loyal
C102091,Customer 02091,Male,45,Mumbai,Maharashtra,West,2023-12-04,Organic Search,Bronze,Occasional
C102092,Customer 02092,Male,28,Delhi,Delhi,North,2025-04-13,Paid Search,Bronze,Occasional
C102093,Customer 02093,Female,30,Noida,Uttar Pradesh,North,2023-07-24,Paid Search,Bronze,Occasional
C102094,Customer 02094,Female,18,Mumbai,Maharashtra,West,2023-06-18,Social,Silver,Prime
C102095,Customer 02095,Female,38,Surat,Gujarat,West,2025-03-16,Organic Search,Bronze,Discount Seeker
C102096,Customer 02096,Male,19,Mumbai,Maharashtra,West,2025-08-30,Email,Bronze,Discount Seeker
C102097,Customer 02097,Female,40,Chennai,Tamil Nadu,South,2025-06-09,Direct,Bronze,New
C102098,Customer 02098,Female,43,Hyderabad,Telangana,South,2025-02-16,Influencer,Bronze,Discount Seeker
C102099,Customer 02099,Female,32,Indore,Madhya Pradesh,Central,2023-09-13,Affiliate,Silver,Discount Seeker
C102100,Customer 02100,Female,22,Delhi,Delhi,North,2025-08-03,Organic Search,Bronze,Occasional
C102101,Customer 02101,Prefer not to say,45,Delhi,Delhi,North,2024-11-22,Social,Silver,New
C102102,Customer 02102,Female,33,Ahmedabad,Gujarat,West,2023-06-28,Direct,Bronze,Discount Seeker
C102103,Customer 02103,Male,34,Kolkata,West Bengal,East,2023-05-14,Organic Search,Bronze,Prime
C102104,Customer 02104,Male,24,Kolkata,West Bengal,East,2025-06-20,Paid Search,Gold,Discount Seeker
C102105,Customer 02105,Male,35,Mumbai,Maharashtra,West,2023-10-12,Paid Search,Bronze,Loyal
C102106,Customer 02106,Male,31,Delhi,Delhi,North,2025-03-03,Email,Bronze,Discount Seeker
C102107,Customer 02107,Male,20,Lucknow,Uttar Pradesh,North,2023-05-24,Influencer,Silver,New
C102108,Customer 02108,Male,46,Pune,Maharashtra,West,2023-10-18,Social,Silver,Loyal
C102109,Customer 02109,Female,51,Pune,Maharashtra,West,2023-10-21,Social,Silver,Prime
C102110,Customer 02110,Male,43,Bengaluru,Karnataka,South,2023-10-18,Email,Gold,Discount Seeker
C102111,Customer 02111,Female,42,Delhi,Delhi,North,2024-11-29,Direct,Bronze,Discount Seeker
C102112,Customer 02112,Female,51,Bhopal,Madhya Pradesh,Central,2025-08-04,Paid Search,Gold,Occasional
C102113,Customer 02113,Female,23,Ahmedabad,Gujarat,West,2025-07-31,Email,Bronze,Occasional
C102114,Customer 02114,Male,22,Mumbai,Maharashtra,West,2025-02-06,Direct,Bronze,Discount Seeker
C102115,Customer 02115,Female,29,Indore,Madhya Pradesh,Central,2023-07-29,Direct,Bronze,Occasional
C102116,Customer 02116,Female,36,Chennai,Tamil Nadu,South,2025-09-21,Paid Search,Silver,Discount Seeker
C102117,Customer 02117,Female,30,Bengaluru,Karnataka,South,2024-07-15,Organic Search,Bronze,Occasional
C102118,Customer 02118,Female,23,Bengaluru,Karnataka,South,2024-07-19,Direct,Silver,Occasional
C102119,Customer 02119,Female,33,Kolkata,West Bengal,East,2024-12-26,Direct,Silver,Occasional
C102120,Customer 02120,Male,32,Bengaluru,Karnataka,South,2025-03-07,Organic Search,Bronze,Discount Seeker
C102121,Customer 02121,Female,41,Chennai,Tamil Nadu,South,2025-09-13,Organic Search,Silver,Loyal
C102122,Customer 02122,Non-binary,33,Kolkata,West Bengal,East,2024-08-25,Organic Search,Silver,Loyal
C102123,Customer 02123,Male,18,Delhi,Delhi,North,2024-09-23,Email,Gold,Discount Seeker
C102124,Customer 02124,Male,37,Indore,Madhya Pradesh,Central,2025-02-10,Paid Search,Bronze,Occasional
C102125,Customer 02125,Non-binary,49,Bengaluru,Karnataka,South,2023-09-22,Paid Search,Silver,Loyal
C102126,Customer 02126,Female,33,Hyderabad,Telangana,South,2023-11-15,Affiliate,Gold,Occasional
C102127,Customer 02127,Male,43,Kolkata,West Bengal,East,2024-10-09,Paid Search,Bronze,Discount Seeker
C102128,Customer 02128,Female,28,Pune,Maharashtra,West,2023-03-08,Influencer,Silver,Loyal
C102129,Customer 02129,Female,39,Hyderabad,Telangana,South,2023-11-28,Social,Bronze,Occasional
C102130,Customer 02130,Female,26,Pune,Maharashtra,West,2025-01-13,Social,Gold,Occasional
C102131,Customer 02131,Male,31,Kochi,Kerala,South,2025-10-07,Direct,Silver,New
C102132,Customer 02132,Male,31,Jaipur,Rajasthan,North,2024-06-21,Organic Search,Platinum,Discount Seeker
C102133,Customer 02133,Female,38,Lucknow,Uttar Pradesh,North,2024-02-18,Organic Search,Silver,Discount Seeker
C102134,Customer 02134,Male,25,Delhi,Delhi,North,2024-03-31,Social,Silver,Discount Seeker
C102135,Customer 02135,Female,18,Hyderabad,Telangana,South,2024-12-10,Email,Silver,New
C102136,Customer 02136,Female,38,Chennai,Tamil Nadu,South,2024-07-17,Social,Gold,Loyal
C102137,Customer 02137,Female,37,Mumbai,Maharashtra,West,2023-01-25,Influencer,Silver,Prime
C102138,Customer 02138,Male,34,Ahmedabad,Gujarat,West,2024-07-12,Influencer,Bronze,Loyal
C102139,Customer 02139,Male,42,Bengaluru,Karnataka,South,2024-02-19,Organic Search,Bronze,New
C102140,Customer 02140,Female,31,Delhi,Delhi,North,2024-12-26,Organic Search,Silver,Discount Seeker
C102141,Customer 02141,Female,36,Delhi,Delhi,North,2025-06-24,Social,Bronze,Loyal
C102142,Customer 02142,Male,30,Delhi,Delhi,North,2025-09-23,Influencer,Silver,Occasional
C102143,Customer 02143,Male,30,Bengaluru,Karnataka,South,2024-09-23,Paid Search,Gold,Occasional
C102144,Customer 02144,Female,36,Pune,Maharashtra,West,2024-01-11,Paid Search,Bronze,Loyal
C102145,Customer 02145,Male,56,Chennai,Tamil Nadu,South,2024-04-04,Paid Search,Bronze,Occasional
C102146,Customer 02146,Male,40,Delhi,Delhi,North,2023-07-02,Influencer,Gold,Prime
C102147,Customer 02147,Male,38,Delhi,Delhi,North,2025-08-26,Organic Search,Silver,Discount Seeker
C102148,Customer 02148,Female,41,Lucknow,Uttar Pradesh,North,2025-05-26,Social,Gold,Occasional
C102149,Customer 02149,Male,18,Mumbai,Maharashtra,West,2025-06-02,Organic Search,Bronze,Occasional
C102150,Customer 02150,Male,36,Chennai,Tamil Nadu,South,2023-12-06,Email,Bronze,Prime
C102151,Customer 02151,Female,42,Chennai,Tamil Nadu,South,2023-11-30,Paid Search,Bronze,Occasional
C102152,Customer 02152,Male,34,Chennai,Tamil Nadu,South,2025-06-05,Social,Bronze,Discount Seeker
C102153,Customer 02153,Male,33,Surat,Gujarat,West,2024-07-17,Organic Search,Gold,Discount Seeker
C102154,Customer 02154,Male,24,Pune,Maharashtra,West,2024-12-30,Organic Search,Silver,Discount Seeker
C102155,Customer 02155,Male,29,Gurugram,Haryana,North,2024-05-21,Organic Search,Bronze,Occasional
C102156,Customer 02156,Female,25,Surat,Gujarat,West,2024-04-03,Direct,Bronze,Occasional
C102157,Customer 02157,Male,43,Delhi,Delhi,North,2024-10-16,Affiliate,Silver,Prime
C102158,Customer 02158,Female,48,Delhi,Delhi,North,2025-04-21,Organic Search,Bronze,Occasional
C102159,Customer 02159,Male,52,Bengaluru,Karnataka,South,2023-12-12,Paid Search,Bronze,Prime
C102160,Customer 02160,Female,25,Bengaluru,Karnataka,South,2025-04-17,Social,Silver,Occasional
C102161,Customer 02161,Female,26,Chennai,Tamil Nadu,South,2023-09-10,Organic Search,Bronze,Prime
C102162,Customer 02162,Female,26,Delhi,Delhi,North,2024-02-21,Direct,Silver,Prime
C102163,Customer 02163,Male,23,Delhi,Delhi,North,2025-08-02,Paid Search,Bronze,Occasional
C102164,Customer 02164,Male,23,Bengaluru,Karnataka,South,2025-09-14,Email,Bronze,New
C102165,Customer 02165,Male,28,Kolkata,West Bengal,East,2025-08-14,Email,Bronze,Discount Seeker
C102166,Customer 02166,Female,42,Kolkata,West Bengal,East,2023-11-24,Direct,Bronze,Discount Seeker
C102167,Customer 02167,Female,26,Gurugram,Haryana,North,2025-05-22,Affiliate,Bronze,Discount Seeker
C102168,Customer 02168,Male,44,Delhi,Delhi,North,2025-08-26,Organic Search,Platinum,Occasional
C102169,Customer 02169,Female,47,Bengaluru,Karnataka,South,2025-10-09,Organic Search,Bronze,Discount Seeker
C102170,Customer 02170,Male,36,Bhopal,Madhya Pradesh,Central,2023-01-22,Social,Silver,Occasional
C102171,Customer 02171,Non-binary,45,Kolkata,West Bengal,East,2025-02-10,Organic Search,Bronze,New
C102172,Customer 02172,Male,19,Pune,Maharashtra,West,2025-10-28,Paid Search,Bronze,Discount Seeker
C102173,Customer 02173,Female,27,Chennai,Tamil Nadu,South,2025-03-02,Influencer,Silver,Occasional
C102174,Customer 02174,Male,35,Mumbai,Maharashtra,West,2023-08-30,Organic Search,Silver,Occasional
C102175,Customer 02175,Male,35,Kochi,Kerala,South,2025-02-28,Email,Bronze,Occasional
C102176,Customer 02176,Male,47,Pune,Maharashtra,West,2023-04-19,Paid Search,Bronze,Occasional
C102177,Customer 02177,Male,23,Chennai,Tamil Nadu,South,2024-05-12,Organic Search,Gold,Loyal
C102178,Customer 02178,Female,28,Chennai,Tamil Nadu,South,2024-10-10,Organic Search,Bronze,Occasional
C102179,Customer 02179,Male,32,Bengaluru,Karnataka,South,2024-04-17,Organic Search,Gold,Occasional
C102180,Customer 02180,Female,28,Delhi,Delhi,North,2024-12-25,Paid Search,Bronze,Prime
C102181,Customer 02181,Male,23,Ahmedabad,Gujarat,West,2023-09-06,Influencer,Gold,Occasional
C102182,Customer 02182,Male,28,Chennai,Tamil Nadu,South,2024-09-19,Email,Silver,Discount Seeker
C102183,Customer 02183,Male,31,Mumbai,Maharashtra,West,2024-10-29,Organic Search,Bronze,Loyal
C102184,Customer 02184,Female,47,Bengaluru,Karnataka,South,2024-10-17,Organic Search,Bronze,Discount Seeker
C102185,Customer 02185,Male,23,Indore,Madhya Pradesh,Central,2023-10-27,Influencer,Gold,Occasional
C102186,Customer 02186,Female,41,Bengaluru,Karnataka,South,2023-11-13,Organic Search,Bronze,Occasional
C102187,Customer 02187,Male,46,Hyderabad,Telangana,South,2023-09-24,Paid Search,Bronze,New
C102188,Customer 02188,Male,28,Pune,Maharashtra,West,2024-04-22,Direct,Bronze,Occasional
C102189,Customer 02189,Male,36,Jaipur,Rajasthan,North,2024-08-29,Social,Bronze,New
C102190,Customer 02190,Female,39,Kolkata,West Bengal,East,2024-01-11,Paid Search,Silver,New
C102191,Customer 02191,Male,37,Lucknow,Uttar Pradesh,North,2024-02-29,Email,Bronze,Occasional
C102192,Customer 02192,Male,34,Mumbai,Maharashtra,West,2023-10-24,Paid Search,Gold,Occasional
C102193,Customer 02193,Male,26,Indore,Madhya Pradesh,Central,2023-08-15,Email,Bronze,Discount Seeker
C102194,Customer 02194,Male,40,Kochi,Kerala,South,2024-11-11,Organic Search,Silver,Prime
C102195,Customer 02195,Male,29,Chennai,Tamil Nadu,South,2025-04-24,Direct,Gold,Occasional
C102196,Customer 02196,Female,33,Pune,Maharashtra,West,2023-10-28,Email,Bronze,Occasional
C102197,Customer 02197,Female,35,Delhi,Delhi,North,2025-06-09,Organic Search,Silver,Discount Seeker
C102198,Customer 02198,Male,42,Hyderabad,Telangana,South,2024-08-13,Social,Bronze,Discount Seeker
C102199,Customer 02199,Male,52,Delhi,Delhi,North,2023-06-23,Paid Search,Bronze,Prime
C102200,Customer 02200,Female,26,Mumbai,Maharashtra,West,2024-01-14,Direct,Bronze,Occasional
C102201,Customer 02201,Female,34,Gurugram,Haryana,North,2023-01-08,Organic Search,Bronze,Occasional
C102202,Customer 02202,Male,18,Delhi,Delhi,North,2023-02-10,Paid Search,Bronze,Prime
C102203,Customer 02203,Male,48,Pune,Maharashtra,West,2023-12-14,Affiliate,Bronze,Loyal
C102204,Customer 02204,Male,33,Bengaluru,Karnataka,South,2024-04-15,Paid Search,Bronze,Occasional
C102205,Customer 02205,Male,30,Bengaluru,Karnataka,South,2025-04-05,Paid Search,Platinum,Occasional
C102206,Customer 02206,Non-binary,34,Bengaluru,Karnataka,South,2023-05-20,Affiliate,Gold,Discount Seeker
C102207,Customer 02207,Male,34,Bengaluru,Karnataka,South,2025-05-18,Affiliate,Silver,Occasional
C102208,Customer 02208,Female,26,Pune,Maharashtra,West,2023-08-31,Paid Search,Bronze,New
C102209,Customer 02209,Male,45,Bhopal,Madhya Pradesh,Central,2023-05-24,Social,Platinum,Discount Seeker
C102210,Customer 02210,Male,39,Hyderabad,Telangana,South,2024-12-25,Social,Platinum,Loyal
C102211,Customer 02211,Male,41,Gurugram,Haryana,North,2025-03-12,Direct,Gold,Discount Seeker
C102212,Customer 02212,Female,26,Kolkata,West Bengal,East,2024-09-18,Email,Silver,Loyal
C102213,Customer 02213,Male,26,Pune,Maharashtra,West,2023-04-30,Email,Bronze,Loyal
C102214,Customer 02214,Male,32,Delhi,Delhi,North,2023-04-30,Affiliate,Gold,Occasional
C102215,Customer 02215,Female,41,Mumbai,Maharashtra,West,2024-02-08,Paid Search,Silver,Occasional
C102216,Customer 02216,Prefer not to say,38,Lucknow,Uttar Pradesh,North,2024-04-11,Social,Silver,New
C102217,Customer 02217,Male,25,Chennai,Tamil Nadu,South,2025-10-30,Email,Bronze,Occasional
C102218,Customer 02218,Male,40,Hyderabad,Telangana,South,2023-10-24,Social,Bronze,Occasional
C102219,Customer 02219,Non-binary,23,Jaipur,Rajasthan,North,2023-07-19,Social,Platinum,Loyal
C102220,Customer 02220,Female,26,Bengaluru,Karnataka,South,2025-09-06,Organic Search,Silver,Discount Seeker
C102221,Customer 02221,Male,35,Jaipur,Rajasthan,North,2023-06-09,Email,Silver,Occasional
C102222,Customer 02222,Female,21,Bengaluru,Karnataka,South,2023-01-28,Email,Bronze,Occasional
C102223,Customer 02223,Male,23,Indore,Madhya Pradesh,Central,2024-03-13,Direct,Bronze,Occasional
C102224,Customer 02224,Male,49,Delhi,Delhi,North,2024-02-20,Organic Search,Bronze,New
C102225,Customer 02225,Male,47,Mumbai,Maharashtra,West,2024-10-03,Direct,Gold,Loyal
C102226,Customer 02226,Male,56,Kolkata,West Bengal,East,2025-06-27,Organic Search,Silver,Discount Seeker
C102227,Customer 02227,Male,38,Delhi,Delhi,North,2025-08-23,Affiliate,Bronze,Discount Seeker
C102228,Customer 02228,Female,39,Bhopal,Madhya Pradesh,Central,2023-10-27,Email,Bronze,Prime
C102229,Customer 02229,Female,31,Pune,Maharashtra,West,2025-10-12,Social,Bronze,Occasional
C102230,Customer 02230,Female,29,Delhi,Delhi,North,2024-10-16,Direct,Bronze,Prime
C102231,Customer 02231,Male,42,Delhi,Delhi,North,2023-03-14,Social,Gold,Loyal
C102232,Customer 02232,Male,47,Indore,Madhya Pradesh,Central,2025-08-29,Organic Search,Gold,Prime
C102233,Customer 02233,Male,41,Pune,Maharashtra,West,2023-05-23,Social,Bronze,Loyal
C102234,Customer 02234,Female,25,Kochi,Kerala,South,2024-09-01,Social,Bronze,Discount Seeker
C102235,Customer 02235,Male,37,Mumbai,Maharashtra,West,2025-03-29,Affiliate,Platinum,Loyal
C102236,Customer 02236,Female,25,Indore,Madhya Pradesh,Central,2023-09-16,Paid Search,Bronze,Occasional
C102237,Customer 02237,Prefer not to say,30,Chennai,Tamil Nadu,South,2023-10-08,Organic Search,Silver,Occasional
C102238,Customer 02238,Male,49,Kolkata,West Bengal,East,2024-05-07,Paid Search,Bronze,Loyal
C102239,Customer 02239,Male,21,Bengaluru,Karnataka,South,2025-07-04,Email,Bronze,Loyal
C102240,Customer 02240,Male,55,Mumbai,Maharashtra,West,2023-08-20,Social,Bronze,Occasional
C102241,Customer 02241,Female,38,Bhopal,Madhya Pradesh,Central,2024-11-17,Direct,Bronze,Discount Seeker
C102242,Customer 02242,Female,28,Noida,Uttar Pradesh,North,2024-04-13,Paid Search,Bronze,Occasional
C102243,Customer 02243,Male,34,Bengaluru,Karnataka,South,2023-04-26,Social,Bronze,Occasional
C102244,Customer 02244,Male,26,Indore,Madhya Pradesh,Central,2025-01-05,Influencer,Bronze,Discount Seeker
C102245,Customer 02245,Female,28,Delhi,Delhi,North,2025-05-11,Paid Search,Gold,Discount Seeker
C102246,Customer 02246,Female,34,Mumbai,Maharashtra,West,2024-08-18,Social,Bronze,Loyal
C102247,Customer 02247,Male,30,Mumbai,Maharashtra,West,2023-07-02,Influencer,Bronze,Discount Seeker
C102248,Customer 02248,Female,24,Bengaluru,Karnataka,South,2023-06-11,Organic Search,Bronze,Occasional
C102249,Customer 02249,Female,31,Mumbai,Maharashtra,West,2024-03-14,Email,Bronze,Prime
C102250,Customer 02250,Male,20,Bengaluru,Karnataka,South,2024-06-08,Paid Search,Bronze,Prime
C102251,Customer 02251,Male,20,Mumbai,Maharashtra,West,2024-07-25,Organic Search,Bronze,Prime
C102252,Customer 02252,Female,20,Ahmedabad,Gujarat,West,2023-09-10,Affiliate,Gold,Loyal
C102253,Customer 02253,Female,50,Lucknow,Uttar Pradesh,North,2024-06-02,Organic Search,Bronze,Prime
C102254,Customer 02254,Female,37,Kolkata,West Bengal,East,2023-11-02,Direct,Bronze,Prime
C102255,Customer 02255,Female,39,Delhi,Delhi,North,2024-12-11,Social,Silver,Occasional
C102256,Customer 02256,Male,33,Ahmedabad,Gujarat,West,2025-04-04,Organic Search,Bronze,Discount Seeker
C102257,Customer 02257,Female,38,Delhi,Delhi,North,2024-11-06,Paid Search,Silver,Occasional
C102258,Customer 02258,Female,45,Ahmedabad,Gujarat,West,2023-01-02,Direct,Platinum,Occasional
C102259,Customer 02259,Male,37,Chennai,Tamil Nadu,South,2025-10-23,Paid Search,Bronze,Occasional
C102260,Customer 02260,Male,49,Bengaluru,Karnataka,South,2023-01-25,Paid Search,Bronze,Occasional
C102261,Customer 02261,Female,33,Mumbai,Maharashtra,West,2025-10-31,Paid Search,Silver,Occasional
C102262,Customer 02262,Female,39,Lucknow,Uttar Pradesh,North,2023-02-02,Email,Silver,Occasional
C102263,Customer 02263,Male,40,Indore,Madhya Pradesh,Central,2024-06-18,Paid Search,Gold,New
C102264,Customer 02264,Male,24,Pune,Maharashtra,West,2023-04-20,Direct,Silver,Occasional
C102265,Customer 02265,Non-binary,33,Bhopal,Madhya Pradesh,Central,2023-04-09,Organic Search,Bronze,Occasional
C102266,Customer 02266,Female,18,Indore,Madhya Pradesh,Central,2024-12-08,Organic Search,Gold,Prime
C102267,Customer 02267,Male,32,Delhi,Delhi,North,2025-01-23,Social,Bronze,New
C102268,Customer 02268,Female,30,Ahmedabad,Gujarat,West,2023-05-03,Organic Search,Bronze,Occasional
C102269,Customer 02269,Female,30,Bengaluru,Karnataka,South,2025-10-07,Affiliate,Platinum,Discount Seeker
C102270,Customer 02270,Male,29,Hyderabad,Telangana,South,2023-11-28,Direct,Silver,Occasional
C102271,Customer 02271,Male,38,Mumbai,Maharashtra,West,2023-11-26,Email,Bronze,Discount Seeker
C102272,Customer 02272,Female,24,Gurugram,Haryana,North,2023-11-04,Direct,Bronze,Discount Seeker
C102273,Customer 02273,Female,52,Kolkata,West Bengal,East,2024-04-22,Affiliate,Bronze,Loyal
C102274,Customer 02274,Male,39,Delhi,Delhi,North,2023-07-04,Organic Search,Silver,Prime
C102275,Customer 02275,Female,25,Bengaluru,Karnataka,South,2024-03-15,Organic Search,Gold,Discount Seeker
C102276,Customer 02276,Female,39,Hyderabad,Telangana,South,2023-08-06,Email,Silver,Loyal
C102277,Customer 02277,Female,43,Ahmedabad,Gujarat,West,2023-02-23,Influencer,Gold,Discount Seeker
C102278,Customer 02278,Female,37,Indore,Madhya Pradesh,Central,2024-01-17,Direct,Silver,Occasional
C102279,Customer 02279,Male,23,Bengaluru,Karnataka,South,2024-11-26,Email,Bronze,Occasional
C102280,Customer 02280,Female,55,Hyderabad,Telangana,South,2025-02-28,Organic Search,Bronze,Loyal
C102281,Customer 02281,Male,39,Pune,Maharashtra,West,2024-01-01,Affiliate,Bronze,New
C102282,Customer 02282,Male,21,Bengaluru,Karnataka,South,2023-12-02,Email,Bronze,Prime
C102283,Customer 02283,Female,35,Hyderabad,Telangana,South,2025-03-26,Direct,Bronze,Occasional
C102284,Customer 02284,Male,31,Mumbai,Maharashtra,West,2024-12-06,Email,Gold,Discount Seeker
C102285,Customer 02285,Female,33,Delhi,Delhi,North,2025-05-11,Organic Search,Bronze,Occasional
C102286,Customer 02286,Male,21,Bengaluru,Karnataka,South,2025-07-26,Email,Bronze,Loyal
C102287,Customer 02287,Male,34,Kochi,Kerala,South,2025-04-29,Social,Gold,Loyal
C102288,Customer 02288,Male,25,Bengaluru,Karnataka,South,2025-08-27,Social,Silver,Loyal
C102289,Customer 02289,Female,30,Delhi,Delhi,North,2024-03-07,Email,Bronze,New
C102290,Customer 02290,Male,37,Ahmedabad,Gujarat,West,2024-02-13,Direct,Bronze,Occasional
C102291,Customer 02291,Male,28,Bhopal,Madhya Pradesh,Central,2023-11-29,Affiliate,Gold,Prime
C102292,Customer 02292,Female,30,Hyderabad,Telangana,South,2023-09-01,Organic Search,Bronze,Occasional
C102293,Customer 02293,Female,41,Mumbai,Maharashtra,West,2025-02-14,Organic Search,Bronze,Occasional
C102294,Customer 02294,Female,24,Kolkata,West Bengal,East,2025-01-09,Paid Search,Silver,Occasional
C102295,Customer 02295,Female,27,Hyderabad,Telangana,South,2025-04-09,Email,Bronze,Prime
C102296,Customer 02296,Female,20,Kolkata,West Bengal,East,2023-06-23,Email,Silver,Loyal
C102297,Customer 02297,Male,25,Delhi,Delhi,North,2024-05-23,Social,Bronze,Discount Seeker
C102298,Customer 02298,Prefer not to say,34,Mumbai,Maharashtra,West,2023-08-18,Social,Gold,New
C102299,Customer 02299,Female,39,Bengaluru,Karnataka,South,2025-07-13,Affiliate,Gold,Occasional
C102300,Customer 02300,Non-binary,25,Kolkata,West Bengal,East,2023-10-04,Organic Search,Bronze,Prime
C102301,Customer 02301,Male,39,Bengaluru,Karnataka,South,2023-05-29,Email,Bronze,Discount Seeker
C102302,Customer 02302,Male,34,Delhi,Delhi,North,2024-08-12,Affiliate,Bronze,Occasional
C102303,Customer 02303,Non-binary,19,Hyderabad,Telangana,South,2025-06-28,Paid Search,Silver,Discount Seeker
C102304,Customer 02304,Male,35,Ahmedabad,Gujarat,West,2025-08-05,Organic Search,Bronze,Loyal
C102305,Customer 02305,Male,45,Mumbai,Maharashtra,West,2023-04-10,Email,Silver,Discount Seeker
C102306,Customer 02306,Female,18,Kolkata,West Bengal,East,2023-12-04,Organic Search,Platinum,Loyal
C102307,Customer 02307,Female,53,Kolkata,West Bengal,East,2023-06-08,Social,Bronze,Discount Seeker
C102308,Customer 02308,Male,27,Bengaluru,Karnataka,South,2023-11-15,Direct,Bronze,Occasional
C102309,Customer 02309,Female,18,Gurugram,Haryana,North,2024-07-06,Organic Search,Bronze,Occasional
C102310,Customer 02310,Female,34,Kochi,Kerala,South,2023-10-18,Direct,Bronze,Loyal
C102311,Customer 02311,Female,41,Bengaluru,Karnataka,South,2023-03-11,Organic Search,Gold,Discount Seeker
C102312,Customer 02312,Male,30,Mumbai,Maharashtra,West,2024-06-11,Social,Bronze,Occasional
C102313,Customer 02313,Female,36,Bengaluru,Karnataka,South,2023-02-24,Organic Search,Silver,Occasional
C102314,Customer 02314,Male,54,Delhi,Delhi,North,2023-08-23,Email,Bronze,Prime
C102315,Customer 02315,Female,35,Chennai,Tamil Nadu,South,2023-01-01,Influencer,Bronze,Loyal
C102316,Customer 02316,Male,63,Kochi,Kerala,South,2023-03-31,Paid Search,Bronze,Occasional
C102317,Customer 02317,Male,46,Surat,Gujarat,West,2024-03-27,Direct,Gold,Prime
C102318,Customer 02318,Male,34,Bengaluru,Karnataka,South,2025-05-30,Affiliate,Gold,Occasional
C102319,Customer 02319,Female,36,Hyderabad,Telangana,South,2025-03-12,Influencer,Bronze,Loyal
C102320,Customer 02320,Female,30,Mumbai,Maharashtra,West,2023-04-13,Email,Silver,Discount Seeker
C102321,Customer 02321,Male,35,Chennai,Tamil Nadu,South,2023-02-06,Email,Bronze,Occasional
C102322,Customer 02322,Male,39,Mumbai,Maharashtra,West,2023-12-16,Direct,Bronze,Occasional
C102323,Customer 02323,Female,29,Indore,Madhya Pradesh,Central,2024-11-06,Affiliate,Bronze,Loyal
C102324,Customer 02324,Male,19,Surat,Gujarat,West,2025-02-11,Direct,Bronze,Discount Seeker
C102325,Customer 02325,Male,46,Delhi,Delhi,North,2025-05-01,Paid Search,Gold,New
C102326,Customer 02326,Female,43,Kolkata,West Bengal,East,2023-12-21,Organic Search,Bronze,Discount Seeker
C102327,Customer 02327,Male,19,Chennai,Tamil Nadu,South,2023-06-23,Email,Gold,Discount Seeker
C102328,Customer 02328,Male,35,Jaipur,Rajasthan,North,2023-01-28,Paid Search,Platinum,Loyal
C102329,Customer 02329,Male,43,Hyderabad,Telangana,South,2023-06-02,Social,Bronze,Occasional
C102330,Customer 02330,Female,42,Delhi,Delhi,North,2023-03-09,Direct,Silver,Prime
C102331,Customer 02331,Female,26,Pune,Maharashtra,West,2025-06-09,Email,Platinum,Prime
C102332,Customer 02332,Female,43,Mumbai,Maharashtra,West,2023-10-05,Direct,Bronze,Occasional
C102333,Customer 02333,Female,33,Chennai,Tamil Nadu,South,2025-05-01,Paid Search,Bronze,Loyal
C102334,Customer 02334,Female,37,Delhi,Delhi,North,2024-07-26,Paid Search,Bronze,Occasional
C102335,Customer 02335,Male,24,Kolkata,West Bengal,East,2024-07-11,Organic Search,Silver,New
C102336,Customer 02336,Male,18,Lucknow,Uttar Pradesh,North,2024-04-15,Influencer,Gold,Occasional
C102337,Customer 02337,Female,25,Mumbai,Maharashtra,West,2025-04-27,Social,Bronze,Loyal
C102338,Customer 02338,Male,38,Bengaluru,Karnataka,South,2023-02-14,Direct,Bronze,Loyal
C102339,Customer 02339,Female,31,Ahmedabad,Gujarat,West,2023-04-07,Paid Search,Silver,Occasional
C102340,Customer 02340,Female,40,Delhi,Delhi,North,2024-03-14,Paid Search,Bronze,Occasional
C102341,Customer 02341,Male,44,Chennai,Tamil Nadu,South,2024-02-13,Affiliate,Gold,Occasional
C102342,Customer 02342,Male,30,Kolkata,West Bengal,East,2024-07-18,Email,Silver,New
C102343,Customer 02343,Female,29,Bengaluru,Karnataka,South,2025-02-02,Social,Gold,New
C102344,Customer 02344,Male,18,Lucknow,Uttar Pradesh,North,2024-08-31,Social,Bronze,Occasional
C102345,Customer 02345,Male,18,Chennai,Tamil Nadu,South,2023-09-24,Social,Gold,Loyal
C102346,Customer 02346,Male,20,Pune,Maharashtra,West,2023-12-05,Direct,Platinum,Loyal
C102347,Customer 02347,Prefer not to say,39,Mumbai,Maharashtra,West,2025-02-17,Organic Search,Platinum,Loyal
C102348,Customer 02348,Female,30,Mumbai,Maharashtra,West,2023-07-28,Organic Search,Platinum,Discount Seeker
C102349,Customer 02349,Female,28,Mumbai,Maharashtra,West,2024-06-05,Organic Search,Silver,Discount Seeker
C102350,Customer 02350,Male,27,Kochi,Kerala,South,2024-07-11,Social,Silver,Occasional
C102351,Customer 02351,Male,25,Surat,Gujarat,West,2025-02-15,Affiliate,Bronze,Discount Seeker
C102352,Customer 02352,Female,42,Jaipur,Rajasthan,North,2025-01-09,Email,Bronze,Loyal
