review_id,order_id,customer_id,product_id,review_date,rating,review_text
R901780,O504218,C102134,P200328,2024-07-07,4,Size or fit issue
R901781,O504221,C102328,P200266,2023-12-08,4,Would buy again
R901782,O504222,C105407,P200118,2023-06-18,4,Would buy again
R901783,O504225,C101811,P200600,2024-05-09,4,Excellent value
R901784,O504227,C106773,P200041,2024-10-05,5,Size or fit issue
R901785,O504228,C106185,P200093,2025-04-15,4,Late delivery
R901786,O504233,C104023,P200600,2025-11-24,4,Not worth the price
R901787,O504241,C107475,P200239,2025-08-05,4,Excellent value
R901788,O504242,C102453,P200039,2023-05-09,2,Size or fit issue
R901789,O504243,C111379,P200041,2023-07-08,4,Excellent value
R901790,O504244,C107031,P200600,2023-11-13,4,Quality could be better
R901791,O504249,C109546,P200600,2025-05-27,3,Not worth the price
R901792,O504259,C101616,P200453,2023-12-07,3,Fast delivery
R901793,O504260,C111379,P200600,2023-06-03,3,Product matched expectations
R901794,O504261,C107925,P200600,2024-05-16,4,Would buy again
R901795,O504263,C105107,P200600,2023-10-31,4,Excellent value
R901796,O504266,C108324,P200600,2025-05-23,4,Late delivery
R901797,O504268,C111409,P200439,2025-07-23,4,Size or fit issue
R901798,O504270,C111931,P200600,2023-06-09,5,Product matched expectations
R901799,O504272,C111098,P200078,2024-02-21,3,Excellent value
R901800,O504274,C108354,P200161,2025-01-14,2,Fast delivery
R901801,O504275,C108148,P200024,2025-08-23,4,Product matched expectations
R901802,O504277,C107805,P200107,2025-05-29,4,Excellent value
R901803,O504278,C106198,P200207,2023-12-26,4,Not worth the price
R901804,O504284,C111379,P200453,2025-12-09,3,Late delivery
R901805,O504289,C107159,P200441,2024-10-18,4,Quality could be better
R901806,O504293,C105971,P200352,2023-02-20,4,Size or fit issue
R901807,O504294,C108425,P200600,2023-12-26,5,Size or fit issue
R901808,O504295,C101156,P200072,2025-09-22,4,Size or fit issue
R901809,O504296,C107823,P200085,2024-10-01,3,Quality could be better
R901810,O504297,C111303,P200600,2024-12-08,2,Late delivery
R901811,O504298,C108162,P200600,2024-04-28,4,Product matched expectations
R901812,O504301,C107935,P200033,2024-10-04,4,Size or fit issue
R901813,O504304,C105329,P200600,2023-11-07,4,Fast delivery
R901814,O504306,C109666,P200305,2023-03-09,4,Quality could be better
R901815,O504308,C106198,P200600,2024-08-25,2,Would buy again
R901816,O504309,C111306,P200617,2024-08-23,4,Quality could be better
R901817,O504312,C106565,P200109,2023-12-27,4,Excellent value
R901818,O504313,C105531,P200600,2024-03-30,4,Size or fit issue
R901819,O504314,C103026,P200171,2025-11-22,5,Excellent value
R901820,O504315,C104981,P200261,2026-01-07,5,Not worth the price
R901821,O504317,C107500,P200014,2023-12-08,5,Size or fit issue
R901822,O504320,C102808,P200600,2025-07-30,4,Size or fit issue
R901823,O504321,C103171,P200453,2023-10-05,5,Fast delivery
R901824,O504322,C102688,P200127,2025-01-02,5,Would buy again
R901825,O504323,C107505,P200600,2025-10-19,5,Size or fit issue
R901826,O504326,C106168,P200429,2023-09-20,3,Late delivery
R901827,O504329,C102865,P200519,2023-03-21,4,Product matched expectations
R901828,O504334,C110061,P200292,2026-01-02,5,Size or fit issue
R901829,O504335,C102301,P200063,2024-04-08,4,Late delivery
R901830,O504339,C103210,P200586,2024-10-26,4,Size or fit issue
R901831,O504344,C101770,P200161,2024-11-15,3,Quality could be better
R901832,O504347,C103283,P200224,2023-01-28,2,Quality could be better
R901833,O504348,C111233,P200136,2023-08-22,4,Not worth the price
R901834,O504349,C100597,P200612,2024-02-06,4,Late delivery
R901835,O504351,C103648,P200157,2024-08-23,3,Fast delivery
R901836,O504354,C109715,P200600,2024-12-05,3,Would buy again
R901837,O504362,C103009,P200388,2023-07-13,5,Late delivery
R901838,O504368,C107407,P200518,2023-03-23,4,Excellent value
R901839,O504371,C104544,P200433,2024-06-30,4,Excellent value
R901840,O504372,C101770,P200600,2026-01-12,4,Excellent value
R901841,O504375,C102210,P200305,2024-06-13,4,Size or fit issue
R901842,O504376,C100754,P200157,2024-01-29,4,Late delivery
R901843,O504377,C111996,P200600,2023-10-19,4,Would buy again
R901844,O504378,C110938,P200457,2023-10-09,3,Would buy again
R901845,O504381,C104606,P200600,2025-06-02,3,Product matched expectations
R901846,O504383,C108561,P200591,2023-12-06,5,Product matched expectations
R901847,O504390,C108934,P200600,2024-03-02,4,Size or fit issue
R901848,O504391,C105829,P200047,2023-06-10,3,Product matched expectations
R901849,O504393,C104797,P200637,2023-08-18,4,Quality could be better
R901850,O504396,C104697,P200202,2025-12-07,3,Would buy again
R901851,O504398,C109874,P200197,2024-05-20,5,Size or fit issue
R901852,O504402,C111681,P200535,2024-01-03,5,Quality could be better
R901853,O504403,C108474,P200024,2025-10-25,4,Would buy again
R901854,O504411,C108890,P200429,2025-09-18,4,Product matched expectations
R901855,O504414,C101173,P200020,2023-05-23,4,Not worth the price
R901856,O504419,C108413,P200406,2024-11-08,5,Late delivery
R901857,O504421,C110349,P200600,2023-11-19,4,Size or fit issue
R901858,O504423,C110438,P200517,2025-07-02,3,Excellent value
R901859,O504429,C104951,P200600,2025-12-09,4,Excellent value
R901860,O504430,C107556,P200137,2024-05-07,3,Late delivery
R901861,O504432,C104929,P200220,2025-11-09,3,Excellent value
R901862,O504433,C108940,P200189,2023-06-10,5,Not worth the price
R901863,O504438,C103074,P200014,2024-11-02,3,Would buy again
R901864,O504439,C100264,P200639,2025-06-08,3,Product matched expectations
R901865,O504440,C106198,P200422,2025-06-20,3,Quality could be better
R901866,O504442,C102327,P200419,2023-02-26,4,Size or fit issue
R901867,O504445,C111124,P200216,2024-08-04,4,Fast delivery
R901868,O504446,C103481,P200058,2023-05-10,2,Not worth the price
R901869,O504448,C107760,P200578,2024-06-14,4,Product matched expectations
R901870,O504450,C108560,P200465,2023-02-19,4,Not worth the price
R901871,O504455,C109507,P200600,2025-12-06,4,Size or fit issue
R901872,O504463,C110204,P200597,2025-01-18,4,Product matched expectations
R901873,O504466,C105191,P200600,2025-11-10,3,Not worth the price
R901874,O504468,C103026,P200600,2024-10-21,5,Size or fit issue
R901875,O504469,C102499,P200573,2025-12-20,5,Not worth the price
R901876,O504471,C104828,P200451,2023-02-03,5,Excellent value
R901877,O504472,C102861,P200326,2023-05-20,5,Product matched expectations
R901878,O504473,C106684,P200352,2023-02-11,3,Fast delivery
R901879,O504474,C111379,P200239,2023-06-05,4,Size or fit issue
R901880,O504479,C109705,P200161,2023-02-08,4,Quality could be better
R901881,O504480,C106198,P200597,2026-01-04,4,Not worth the price
R901882,O504481,C103662,P200305,2023-02-07,5,Excellent value
R901883,O504483,C105462,P200464,2025-12-13,3,Excellent value
R901884,O504484,C101342,P200464,2025-03-23,3,Late delivery
R901885,O504487,C103376,P200600,2023-10-01,4,Product matched expectations
R901886,O504488,C109259,P200600,2023-11-23,4,Not worth the price
R901887,O504493,C100507,P200419,2024-06-17,3,Not worth the price
R901888,O504494,C105723,P200014,2024-09-27,4,Excellent value
R901889,O504495,C108039,P200344,2024-08-01,4,Fast delivery
R901890,O504496,C102435,P200600,2025-06-21,5,Size or fit issue
R901891,O504498,C103661,P200239,2025-07-14,4,Would buy again
R901892,O504499,C105389,P200039,2025-06-05,5,Product matched expectations
R901893,O504500,C109551,P200261,2023-12-18,4,Fast delivery
R901894,O504502,C102685,P200600,2025-11-22,4,Not worth the price
R901895,O504508,C104123,P200328,2024-06-03,3,Size or fit issue
R901896,O504509,C106930,P200041,2023-08-29,3,Product matched expectations
R901897,O504510,C106204,P200619,2025-01-01,4,Not worth the price
R901898,O504511,C102943,P200364,2023-06-14,5,Not worth the price
R901899,O504512,C106198,P200559,2025-06-28,3,Size or fit issue
R901900,O504514,C108267,P200600,2024-03-26,4,Fast delivery
R901901,O504515,C108320,P200130,2024-11-13,4,Excellent value
R901902,O504519,C100845,P200600,2023-12-06,4,Excellent value
R901903,O504520,C111915,P200359,2025-05-10,2,Fast delivery
R901904,O504528,C110559,P200328,2025-08-11,4,Would buy again
R901905,O504532,C111558,P200240,2025-07-02,5,Quality could be better
R901906,O504535,C106687,P200465,2024-04-21,4,Size or fit issue
R901907,O504536,C108179,P200600,2024-10-31,4,Excellent value
R901908,O504537,C104694,P200202,2025-05-24,3,Late delivery
R901909,O504541,C101504,P200235,2025-11-26,5,Late delivery
R901910,O504542,C108249,P200379,2024-06-01,4,Quality could be better
R901911,O504546,C110057,P200368,2025-12-31,5,Size or fit issue
R901912,O504548,C105937,P200597,2024-10-24,3,Quality could be better
R901913,O504551,C101308,P200373,2023-07-29,3,Size or fit issue
R901914,O504554,C103413,P200600,2025-11-14,4,Not worth the price
R901915,O504556,C111303,P200619,2023-11-22,3,Excellent value
R901916,O504561,C100214,P200305,2024-04-25,3,Excellent value
R901917,O504562,C108698,P200412,2025-11-24,4,Size or fit issue
R901918,O504563,C102513,P200343,2025-01-10,5,Quality could be better
R901919,O504564,C101173,P200464,2023-05-24,5,Would buy again
R901920,O504566,C108561,P200528,2023-01-16,4,Late delivery
R901921,O504567,C109934,P200164,2025-11-05,5,Not worth the price
R901922,O504569,C102483,P200041,2025-06-15,5,Late delivery
R901923,O504570,C103859,P200600,2025-03-11,4,Late delivery
R901924,O504571,C106471,P200600,2023-06-25,4,Product matched expectations
R901925,O504577,C103295,P200364,2026-01-07,4,Would buy again
R901926,O504578,C108127,P200600,2023-04-10,4,Would buy again
R901927,O504579,C104990,P200490,2024-12-11,3,Would buy again
R901928,O504584,C103603,P200292,2025-11-19,4,Not worth the price
R901929,O504586,C106949,P200352,2025-11-10,4,Quality could be better
R901930,O504590,C109901,P200297,2025-01-10,3,Not worth the price
R901931,O504591,C102622,P200600,2025-12-27,4,Quality could be better
R901932,O504592,C110593,P200083,2023-12-12,5,Quality could be better
R901933,O504594,C109903,P200214,2024-06-29,5,Quality could be better
R901934,O504595,C100336,P200447,2025-01-06,4,Fast delivery
R901935,O504597,C104809,P200600,2023-11-18,5,Late delivery
R901936,O504600,C109233,P200197,2026-01-01,5,Excellent value
R901937,O504602,C102279,P200600,2024-02-11,4,Size or fit issue
R901938,O504607,C103432,P200197,2024-01-31,4,Quality could be better
R901939,O504609,C106198,P200600,2023-05-08,4,Late delivery
R901940,O504613,C104397,P200033,2023-11-14,2,Quality could be better
R901941,O504615,C102953,P200352,2023-06-29,5,Late delivery
R901942,O504616,C104929,P200619,2025-11-10,4,Product matched expectations
R901943,O504617,C109219,P200600,2025-11-28,5,Fast delivery
R901944,O504619,C101717,P200600,2024-11-26,4,Excellent value
R901945,O504620,C104551,P200464,2025-12-01,5,Would buy again
R901946,O504621,C111907,P200519,2023-09-22,4,Would buy again
R901947,O504622,C103694,P200554,2023-12-29,3,Fast delivery
R901948,O504623,C103210,P200394,2025-12-25,4,Fast delivery
R901949,O504626,C111470,P200600,2023-05-26,3,Fast delivery
R901950,O504630,C106768,P200433,2024-07-18,4,Fast delivery
R901951,O504631,C105111,P200328,2023-03-28,4,Product matched expectations
R901952,O504632,C105846,P200049,2025-11-01,4,Excellent value
R901953,O504638,C107638,P200600,2025-12-22,5,Would buy again
R901954,O504639,C102432,P200600,2024-06-21,3,Excellent value
R901955,O504644,C103516,P200600,2023-06-05,2,Late delivery
R901956,O504645,C101861,P200239,2024-05-27,5,Fast delivery
R901957,O504647,C103275,P200239,2023-06-06,4,Would buy again
R901958,O504648,C104744,P200637,2025-10-19,4,Product matched expectations
R901959,O504651,C108650,P200597,2024-11-05,4,Would buy again
R901960,O504652,C108750,P200600,2023-06-23,5,Would buy again
R901961,O504657,C104674,P200600,2025-02-17,5,Quality could be better
R901962,O504661,C106198,P200067,2023-05-27,5,Excellent value
R901963,O504662,C105505,P200063,2024-12-27,4,Excellent value
R901964,O504665,C111272,P200275,2025-04-09,3,Product matched expectations
R901965,O504667,C108477,P200104,2023-12-08,4,Product matched expectations
R901966,O504668,C104415,P200464,2023-06-01,4,Excellent value
R901967,O504669,C108312,P200063,2024-05-20,3,Late delivery
R901968,O504671,C101093,P200600,2024-05-20,3,Product matched expectations
R901969,O504675,C106877,P200600,2023-03-01,4,Product matched expectations
R901970,O504677,C107624,P200041,2023-07-29,4,Product matched expectations
R901971,O504678,C101873,P200364,2024-10-30,3,Not worth the price
R901972,O504680,C102724,P200224,2023-11-29,4,Would buy again
R901973,O504682,C107834,P200600,2025-08-05,3,Quality could be better
R901974,O504683,C101173,P200600,2025-12-08,3,Excellent value
R901975,O504686,C103441,P200600,2024-10-16,5,Size or fit issue
R901976,O504687,C110353,P200600,2024-05-19,3,Not worth the price
R901977,O504689,C109527,P200512,2025-07-12,3,Late delivery
R901978,O504690,C110032,P200014,2024-08-15,4,Late delivery
R901979,O504692,C110292,P200026,2023-12-23,3,Excellent value
R901980,O504697,C108271,P200460,2024-10-16,4,Fast delivery
R901981,O504699,C108689,P200600,2025-08-25,4,Would buy again
R901982,O504701,C101144,P200637,2025-11-16,4,Product matched expectations
R901983,O504702,C109073,P200600,2025-10-14,3,Not worth the price
R901984,O504712,C105267,P200239,2024-05-22,2,Would buy again
R901985,O504713,C111478,P200600,2023-02-03,4,Fast delivery
R901986,O504714,C102693,P200464,2025-11-19,4,Quality could be better
R901987,O504725,C110044,P200600,2024-11-22,2,Size or fit issue
R901988,O504727,C104316,P200461,2025-05-18,1,Fast delivery
R901989,O504728,C110926,P200146,2023-07-30,5,Product matched expectations
R901990,O504731,C104637,P200631,2024-01-23,4,Excellent value
R901991,O504732,C108209,P200464,2025-12-02,5,Quality could be better
R901992,O504733,C108553,P200600,2025-01-03,4,Quality could be better
R901993,O504734,C108065,P200600,2025-06-16,3,Late delivery
R901994,O504735,C101150,P200296,2025-10-11,4,Size or fit issue
R901995,O504736,C110061,P200284,2024-11-26,4,Size or fit issue
R901996,O504737,C101368,P200039,2025-10-27,4,Late delivery
R901997,O504738,C108134,P200464,2024-04-19,4,Excellent value
R901998,O504739,C103376,P200007,2025-05-19,4,Quality could be better
R901999,O504745,C108590,P200109,2024-04-12,3,Product matched expectations
R902000,O504747,C107260,P200287,2025-04-06,4,Not worth the price
R902001,O504751,C110971,P200115,2024-05-11,4,Quality could be better
R902002,O504755,C102235,P200007,2023-07-01,5,Size or fit issue
R902003,O504759,C111115,P200636,2025-01-10,3,Would buy again
R902004,O504762,C108090,P200041,2024-11-01,2,Would buy again
R902005,O504763,C102607,P200063,2023-08-31,4,Late delivery
R902006,O504765,C105179,P200613,2025-08-07,4,Size or fit issue
R902007,O504769,C102155,P200007,2025-12-28,4,Excellent value
R902008,O504772,C102853,P200216,2025-02-04,4,Fast delivery
R902009,O504773,C108291,P200597,2025-10-10,4,Excellent value
R902010,O504775,C102354,P200057,2025-04-19,5,Excellent value
R902011,O504778,C105438,P200277,2024-05-02,2,Would buy again
R902012,O504780,C109288,P200148,2024-06-07,3,Would buy again
R902013,O504781,C111265,P200262,2024-06-22,5,Late delivery
R902014,O504782,C106224,P200594,2024-11-26,3,Product matched expectations
R902015,O504783,C109661,P200600,2024-02-12,4,Fast delivery
R902016,O504786,C111528,P200018,2023-11-10,4,Would buy again
R902017,O504787,C108184,P200600,2025-08-26,5,Size or fit issue
R902018,O504789,C102235,P200575,2024-03-12,4,Quality could be better
R902019,O504790,C109646,P200600,2023-06-01,3,Fast delivery
R902020,O504791,C108132,P200407,2026-01-03,3,Fast delivery
R902021,O504793,C105487,P200600,2024-04-23,4,Fast delivery
R902022,O504795,C108723,P200433,2023-01-24,5,Product matched expectations
R902023,O504796,C101619,P200364,2024-06-02,2,Not worth the price
R902024,O504797,C107089,P200041,2024-05-22,4,Excellent value
R902025,O504799,C100807,P200600,2023-12-04,3,Size or fit issue
R902026,O504800,C103327,P200106,2023-11-05,5,Size or fit issue
R902027,O504801,C100160,P200466,2023-02-07,4,Excellent value
R902028,O504804,C107257,P200600,2025-10-30,4,Size or fit issue
R902029,O504805,C107753,P200284,2025-10-17,4,Would buy again
R902030,O504806,C104763,P200007,2025-02-18,3,Size or fit issue
R902031,O504808,C111379,P200435,2025-06-28,5,Excellent value
R902032,O504812,C105131,P200600,2025-11-18,4,Size or fit issue
R902033,O504814,C109272,P200364,2024-11-20,3,Late delivery
R902034,O504816,C110589,P200292,2023-03-03,4,Size or fit issue
R902035,O504818,C107498,P200239,2025-09-26,4,Product matched expectations
R902036,O504819,C111379,P200033,2025-05-12,4,Quality could be better
R902037,O504820,C111448,P200600,2023-04-17,5,Not worth the price
R902038,O504830,C107202,P200510,2023-04-30,4,Product matched expectations
R902039,O504831,C109378,P200460,2023-04-22,4,Late delivery
R902040,O504835,C110589,P200600,2023-02-08,4,Fast delivery
R902041,O504841,C103465,P200239,2025-10-31,5,Not worth the price
R902042,O504842,C100026,P200063,2024-02-28,4,Would buy again
R902043,O504844,C107105,P200600,2024-06-11,5,Quality could be better
R902044,O504848,C104674,P200544,2024-07-07,4,Excellent value
R902045,O504849,C103998,P200479,2024-05-07,3,Size or fit issue
R902046,O504850,C111379,P200600,2023-04-05,4,Not worth the price
R902047,O504851,C101173,P200422,2025-03-15,4,Excellent value
R902048,O504853,C103630,P200600,2025-10-08,4,Excellent value
R902049,O504854,C110605,P200600,2025-06-01,3,Quality could be better
R902050,O504855,C111379,P200104,2024-05-21,4,Quality could be better
R902051,O504856,C102846,P200490,2024-04-28,5,Excellent value
R902052,O504857,C104382,P200018,2023-11-22,5,Not worth the price
R902053,O504860,C105298,P200600,2024-07-06,3,Not worth the price
R902054,O504862,C104436,P200619,2025-07-11,4,Size or fit issue
R902055,O504863,C105095,P200147,2025-12-07,4,Quality could be better
R902056,O504864,C101999,P200600,2023-08-14,4,Fast delivery
R902057,O504865,C102644,P200192,2024-10-07,4,Size or fit issue
R902058,O504869,C110644,P200261,2024-03-02,4,Quality could be better
R902059,O504873,C106603,P200600,2024-09-07,4,Not worth the price
R902060,O504874,C108132,P200364,2023-03-06,4,Excellent value
R902061,O504875,C104771,P200359,2023-08-03,3,Fast delivery
R902062,O504878,C111379,P200236,2025-03-10,3,Fast delivery
R902063,O504882,C109253,P200216,2024-02-29,5,Excellent value
R902064,O504886,C101283,P200128,2024-12-22,5,Quality could be better
R902065,O504888,C106019,P200267,2025-12-05,4,Quality could be better
R902066,O504889,C105683,P200600,2023-03-22,5,Would buy again
R902067,O504890,C105610,P200619,2025-07-22,4,Not worth the price
R902068,O504896,C105252,P200600,2023-03-27,3,Fast delivery
R902069,O504899,C103592,P200033,2023-02-20,4,Product matched expectations
R902070,O504902,C102238,P200176,2024-08-05,4,Would buy again
R902071,O504903,C102541,P200538,2025-04-28,2,Excellent value
R902072,O504904,C110604,P200352,2025-09-25,5,Fast delivery
R902073,O504907,C110190,P200600,2023-09-19,3,Size or fit issue
R902074,O504917,C111309,P200490,2024-07-29,3,Would buy again
R902075,O504918,C102359,P200145,2025-02-01,5,Quality could be better
R902076,O504919,C100307,P200600,2024-01-06,5,Late delivery
R902077,O504920,C100742,P200239,2025-09-27,4,Not worth the price
R902078,O504922,C106149,P200466,2025-11-18,5,Quality could be better
R902079,O504926,C110219,P200638,2023-11-17,3,Not worth the price
R902080,O504927,C108197,P200364,2023-05-23,4,Quality could be better
R902081,O504928,C108291,P200600,2024-01-21,4,Quality could be better
R902082,O504929,C101485,P200296,2024-11-06,4,Late delivery
R902083,O504931,C104763,P200046,2024-12-12,3,Quality could be better
R902084,O504932,C110605,P200619,2024-04-29,3,Product matched expectations
R902085,O504933,C109555,P200439,2025-12-08,4,Size or fit issue
R902086,O504935,C109029,P200007,2024-11-01,4,Late delivery
R902087,O504936,C103768,P200513,2025-02-06,4,Fast delivery
R902088,O504941,C100019,P200447,2024-12-11,4,Late delivery
R902089,O504945,C100173,P200352,2023-04-23,4,Excellent value
R902090,O504946,C105336,P200286,2025-11-09,3,Not worth the price
R902091,O504949,C107846,P200640,2024-09-27,3,Fast delivery
R902092,O504950,C107916,P200382,2024-11-19,3,Product matched expectations
R902093,O504951,C108832,P200007,2024-06-24,5,Would buy again
R902094,O504953,C102531,P200382,2025-06-30,4,Product matched expectations
R902095,O504954,C110195,P200033,2025-08-11,3,Not worth the price
R902096,O504957,C106198,P200317,2025-05-06,4,Would buy again
R902097,O504959,C109817,P200600,2025-12-27,4,Late delivery
R902098,O504961,C109140,P200419,2024-03-19,2,Not worth the price
R902099,O504965,C102485,P200369,2025-09-10,3,Excellent value
R902100,O504967,C110358,P200433,2023-06-17,4,Would buy again
R902101,O504968,C107880,P200352,2024-12-03,4,Product matched expectations
R902102,O504971,C110915,P200630,2025-09-22,5,Quality could be better
R902103,O504972,C109937,P200600,2023-07-10,5,Would buy again
R902104,O504974,C101291,P200600,2025-04-15,5,Quality could be better
R902105,O504977,C110803,P200600,2025-10-21,4,Product matched expectations
R902106,O504978,C106019,P200149,2025-11-27,4,Would buy again
R902107,O504979,C104252,P200600,2025-11-22,4,Late delivery
R902108,O504980,C103417,P200538,2024-02-15,3,Fast delivery
R902109,O504981,C110611,P200364,2024-11-16,3,Not worth the price
R902110,O504984,C100784,P200236,2023-04-11,4,Fast delivery
R902111,O504985,C107880,P200600,2024-09-15,4,Quality could be better
R902112,O504986,C106905,P200573,2023-10-13,4,Fast delivery
R902113,O504987,C102298,P200161,2025-04-22,4,Would buy again
R902114,O504988,C100845,P200536,2023-10-11,4,Product matched expectations
R902115,O504990,C108935,P200600,2024-03-19,5,Not worth the price
R902116,O504992,C104391,P200364,2024-02-03,4,Product matched expectations
R902117,O504994,C108291,P200649,2023-10-13,4,Late delivery
R902118,O504996,C105576,P200222,2025-07-21,4,Quality could be better
R902119,O504998,C103662,P200517,2024-01-14,3,Excellent value
R902120,O504999,C100699,P200070,2025-09-17,5,Not worth the price
R902121,O505000,C100850,P200170,2025-11-04,3,Late delivery
R902122,O505002,C106478,P200228,2023-06-17,3,Quality could be better
R902123,O505005,C111677,P200130,2024-10-22,4,Product matched expectations
R902124,O505010,C100365,P200600,2024-03-05,4,Quality could be better
R902125,O505013,C105846,P200287,2024-02-26,4,Late delivery
R902126,O505021,C111223,P200022,2023-03-15,2,Not worth the price
R902127,O505022,C100481,P200063,2025-11-13,4,Not worth the price
R902128,O505023,C106247,P200394,2024-05-05,4,Product matched expectations
R902129,O505024,C102980,P200394,2024-03-02,5,Late delivery
R902130,O505027,C100892,P200070,2026-01-08,4,Fast delivery
R902131,O505029,C106978,P200600,2023-04-07,3,Size or fit issue
R902132,O505031,C104990,P200384,2025-02-08,3,Fast delivery
R902133,O505035,C104152,P200460,2024-08-15,5,Excellent value
R902134,O505037,C105373,P200422,2024-06-19,1,Excellent value
R902135,O505040,C110057,P200647,2023-07-07,4,Fast delivery
R902136,O505041,C101248,P200308,2025-06-04,5,Not worth the price
R902137,O505042,C108969,P200352,2025-07-16,5,Product matched expectations
R902138,O505045,C106562,P200297,2024-10-26,2,Late delivery
R902139,O505048,C108368,P200107,2024-05-31,5,Product matched expectations
R902140,O505049,C105912,P200597,2023-10-03,4,Late delivery
R902141,O505054,C110061,P200328,2024-01-25,4,Product matched expectations
R902142,O505055,C107741,P200600,2023-01-25,4,Product matched expectations
R902143,O505057,C103938,P200234,2023-12-14,3,Not worth the price
R902144,O505061,C106005,P200366,2025-06-29,4,Late delivery
R902145,O505062,C108329,P200157,2025-12-03,4,Late delivery
R902146,O505064,C101574,P200600,2024-09-09,2,Quality could be better
R902147,O505065,C101870,P200600,2023-12-18,5,Would buy again
R902148,O505067,C110061,P200543,2025-05-29,3,Product matched expectations
R902149,O505068,C109848,P200460,2023-03-26,4,Quality could be better
R902150,O505069,C110341,P200637,2024-01-23,4,Quality could be better
R902151,O505070,C106293,P200600,2025-08-11,5,Fast delivery
R902152,O505074,C108028,P200085,2023-10-13,3,Product matched expectations
R902153,O505076,C111073,P200033,2025-04-11,3,Size or fit issue
R902154,O505077,C103458,P200464,2024-11-12,1,Would buy again
R902155,O505079,C110061,P200488,2023-02-06,5,Would buy again
R902156,O505080,C111836,P200600,2026-01-04,2,Product matched expectations
R902157,O505082,C100321,P200201,2024-04-26,5,Would buy again
R902158,O505084,C108585,P200120,2024-12-15,4,Size or fit issue
R902159,O505085,C105373,P200219,2025-10-12,2,Would buy again
R902160,O505087,C105759,P200033,2023-05-09,3,Would buy again
R902161,O505088,C104204,P200041,2024-08-07,1,Not worth the price
R902162,O505090,C104041,P200429,2023-04-10,4,Excellent value
R902163,O505091,C109891,P200600,2024-11-29,4,Would buy again
R902164,O505095,C102387,P200085,2024-04-19,4,Late delivery
R902165,O505096,C104710,P200328,2024-11-22,3,Would buy again
R902166,O505097,C109253,P200433,2025-10-12,4,Would buy again
R902167,O505100,C103252,P200410,2024-12-07,4,Not worth the price
R902168,O505101,C102327,P200600,2024-03-20,5,Not worth the price
R902169,O505105,C111379,P200213,2024-12-11,3,Size or fit issue
R902170,O505107,C103499,P200342,2023-04-30,4,Quality could be better
R902171,O505108,C107720,P200600,2024-11-24,5,Fast delivery
R902172,O505109,C101031,P200600,2024-01-16,4,Fast delivery
R902173,O505111,C104827,P200197,2024-08-12,3,Late delivery
R902174,O505114,C105505,P200600,2024-12-08,4,Size or fit issue
R902175,O505117,C105734,P200078,2023-11-06,5,Size or fit issue
R902176,O505121,C100455,P200261,2023-06-19,4,Product matched expectations
R902177,O505122,C103116,P200600,2024-08-03,2,Quality could be better
R902178,O505123,C102885,P200600,2024-04-30,5,Would buy again
R902179,O505124,C103064,P200535,2025-05-13,3,Late delivery
R902180,O505126,C103004,P200573,2026-01-03,4,Fast delivery
R902181,O505127,C105705,P200600,2024-05-25,4,Size or fit issue
R902182,O505128,C105469,P200600,2024-12-08,4,Excellent value
R902183,O505131,C101774,P200460,2025-06-14,1,Not worth the price
R902184,O505132,C110236,P200513,2024-10-13,3,Quality could be better
R902185,O505133,C101873,P200175,2023-03-14,4,Size or fit issue
R902186,O505135,C102764,P200433,2024-04-24,4,Excellent value
R902187,O505136,C101441,P200394,2024-08-16,4,Quality could be better
R902188,O505137,C107919,P200218,2025-06-29,1,Would buy again
R902189,O505139,C103417,P200600,2025-04-17,3,Would buy again
R902190,O505143,C100379,P200488,2024-08-30,5,Size or fit issue
R902191,O505145,C101502,P200328,2023-12-06,4,Late delivery
R902192,O505147,C111722,P200364,2024-10-18,4,Product matched expectations
R902193,O505148,C108033,P200545,2024-11-08,2,Product matched expectations
R902194,O505150,C106198,P200600,2025-05-06,5,Excellent value
R902195,O505151,C106340,P200539,2023-02-12,4,Fast delivery
R902196,O505152,C102597,P200460,2024-11-26,4,Would buy again
R902197,O505154,C111777,P200419,2025-11-20,5,Product matched expectations
R902198,O505156,C106777,P200328,2025-09-11,4,Fast delivery
R902199,O505161,C106240,P200464,2023-12-03,4,Late delivery
R902200,O505162,C100857,P200056,2024-11-12,3,Product matched expectations
R902201,O505163,C110820,P200475,2024-02-17,4,Not worth the price
R902202,O505165,C103634,P200464,2025-09-21,1,Product matched expectations
R902203,O505168,C100752,P200559,2025-04-14,4,Excellent value
R902204,O505170,C101574,P200046,2023-09-11,3,Late delivery
R902205,O505174,C104952,P200561,2024-04-02,3,Would buy again
R902206,O505175,C110411,P200539,2023-10-28,4,Would buy again
R902207,O505176,C105491,P200478,2024-02-16,4,Excellent value
R902208,O505179,C108292,P200235,2024-08-30,4,Late delivery
R902209,O505181,C107031,P200253,2024-11-27,3,Would buy again
R902210,O505182,C109329,P200587,2023-06-24,4,Late delivery
R902211,O505183,C102759,P200322,2023-10-25,4,Excellent value
R902212,O505184,C106130,P200412,2023-02-18,4,Product matched expectations
R902213,O505185,C104908,P200475,2024-06-30,5,Late delivery
R902214,O505190,C101229,P200251,2023-10-27,4,Not worth the price
R902215,O505192,C103762,P200464,2024-03-19,5,Quality could be better
R902216,O505194,C110243,P200591,2024-09-10,2,Late delivery
R902217,O505197,C101380,P200528,2024-11-04,5,Excellent value
