product_id,product_name,category,subcategory,list_price,standard_margin_pct,status
P200366,Coffee Elite 366,Grocery,Coffee,1337.88,0.079,Active
P200367,Organic Staples Max 367,Grocery,Organic Staples,1536.85,0.161,Active
P200368,Dumbbells Eco 368,Sports,Dumbbells,9309.22,0.264,Active
P200369,Tablet Elite 369,Electronics,Tablet,76519.85,0.169,Discontinued
P200370,Mixer Max 370,Home & Kitchen,Mixer,9370.89,0.275,Active
P200371,Hair Dryer Lite 371,Beauty,Hair Dryer,902.29,0.557,Active
P200372,Cookware Elite 372,Home & Kitchen,Cookware,4561.31,0.293,Active
P200373,Perfume Lite 373,Beauty,Perfume,4038.59,0.533,Active
P200374,Bedsheet Eco 374,Home & Kitchen,Bedsheet,10846.96,0.35,Active
P200375,Remote Car Eco 375,Toys,Remote Car,3022.73,0.183,Discontinued
P200376,Organic Staples Pro 376,Grocery,Organic Staples,1122.84,0.119,Active
P200377,Cookware Elite 377,Home & Kitchen,Cookware,7927.83,0.27,Discontinued
P200378,Sunscreen Pro 378,Beauty,Sunscreen,4022.73,0.363,Discontinued
P200379,Children Lite 379,Books,Children,379.94,0.208,Active
P200380,Mixer Pro 380,Home & Kitchen,Mixer,4271.31,0.291,Active
P200381,Beverages Max 381,Grocery,Beverages,627.02,0.143,Active
P200382,T-Shirt Plus 382,Fashion,T-Shirt,2851.15,0.495,Active
P200383,Snacks Plus 383,Grocery,Snacks,1466.58,0.096,Active
P200384,Bedsheet Elite 384,Home & Kitchen,Bedsheet,14726.83,0.203,Discontinued
P200385,Skincare Plus 385,Beauty,Skincare,2254.79,0.361,Active
P200386,Smartwatch Plus 386,Electronics,Smartwatch,79694.86,0.149,Active
P200387,T-Shirt Max 387,Fashion,T-Shirt,5522.28,0.54,Discontinued
P200388,Bedsheet Elite 388,Home & Kitchen,Bedsheet,2538.74,0.371,Discontinued
P200389,Tablet Eco 389,Electronics,Tablet,79786.6,0.184,Discontinued
P200390,Yoga Mat Plus 390,Sports,Yoga Mat,6976.13,0.272,Active
P200391,Laptop Plus 391,Electronics,Laptop,24796.93,0.108,Active
P200392,Breakfast Eco 392,Grocery,Breakfast,449.57,0.156,Active
P200393,Snacks Plus 393,Grocery,Snacks,1722.65,0.109,Active
P200394,Lamp Lite 394,Home & Kitchen,Lamp,6402.62,0.399,Discontinued
P200395,T-Shirt Elite 395,Fashion,T-Shirt,2867.18,0.367,Active
P200396,Yoga Mat Plus 396,Sports,Yoga Mat,1271.57,0.385,Active
P200397,Children Pro 397,Books,Children,1577.26,0.269,Active
P200398,Sunscreen Lite 398,Beauty,Sunscreen,3851.14,0.408,Active
P200399,Beverages Lite 399,Grocery,Beverages,2365.26,0.069,Discontinued
P200400,Sneakers Pro 400,Fashion,Sneakers,1625.42,0.499,Discontinued
P200401,Laptop Max 401,Electronics,Laptop,58587.1,0.214,Active
P200402,Smartphone Elite 402,Electronics,Smartphone,61982.07,0.169,Active
P200403,Skincare Max 403,Beauty,Skincare,2696.98,0.488,Active
P200404,Bedsheet Plus 404,Home & Kitchen,Bedsheet,3783.07,0.222,Active
P200405,Lamp Max 405,Home & Kitchen,Lamp,4626.65,0.234,Discontinued
P200406,Sunscreen Lite 406,Beauty,Sunscreen,356.81,0.468,Active
P200407,Mixer Max 407,Home & Kitchen,Mixer,4466.41,0.314,Active
P200408,Headphones Plus 408,Electronics,Headphones,71400.69,0.111,Active
P200409,Board Game Lite 409,Toys,Board Game,4023.98,0.334,Active
P200410,Smartwatch Lite 410,Electronics,Smartwatch,62748.54,0.13,Active
P200411,Doll Pro 411,Toys,Doll,6692.9,0.3,Active
P200412,Organic Staples Eco 412,Grocery,Organic Staples,820.08,0.147,Active
P200413,Hair Dryer Eco 413,Beauty,Hair Dryer,2690.51,0.509,Active
P200414,Remote Car Max 414,Toys,Remote Car,6766.9,0.378,Discontinued
P200415,Headphones Plus 415,Electronics,Headphones,21967.51,0.142,Active
P200416,Handbag Pro 416,Fashion,Handbag,5311.55,0.485,Discontinued
P200417,Cycle Accessories Pro 417,Sports,Cycle Accessories,7840.2,0.366,Active
P200418,Lamp Eco 418,Home & Kitchen,Lamp,11991.82,0.389,Discontinued
P200419,Laptop Eco 419,Electronics,Laptop,35898.75,0.116,Active
P200420,Camera Elite 420,Electronics,Camera,25598.89,0.214,Active
P200421,Beverages Pro 421,Grocery,Beverages,2071.45,0.152,Discontinued
P200422,Hair Dryer Eco 422,Beauty,Hair Dryer,4511.02,0.32,Active
P200423,Jeans Eco 423,Fashion,Jeans,4173.58,0.482,Discontinued
P200424,Chair Eco 424,Home & Kitchen,Chair,17672.09,0.416,Active
P200425,Smartwatch Elite 425,Electronics,Smartwatch,81389.91,0.216,Active
P200426,Cookware Max 426,Home & Kitchen,Cookware,5091.47,0.252,Active
P200427,Laptop Max 427,Electronics,Laptop,59515.69,0.184,Active
P200428,Hair Dryer Eco 428,Beauty,Hair Dryer,2671.15,0.356,Active
P200429,Lamp Plus 429,Home & Kitchen,Lamp,13331.65,0.275,Active
P200430,STEM Kit Max 430,Toys,STEM Kit,4273.78,0.319,Discontinued
P200431,Jeans Pro 431,Fashion,Jeans,6766.64,0.286,Active
P200432,Dress Max 432,Fashion,Dress,5422.95,0.514,Active
P200433,Laptop Pro 433,Electronics,Laptop,51444.98,0.158,Active
P200434,Bedsheet Pro 434,Home & Kitchen,Bedsheet,13862.0,0.347,Discontinued
P200435,Storage Eco 435,Home & Kitchen,Storage,12150.21,0.403,Discontinued
P200436,Cookware Max 436,Home & Kitchen,Cookware,16642.12,0.233,Active
P200437,Sunscreen Pro 437,Beauty,Sunscreen,4618.0,0.57,Active
P200438,Skincare Lite 438,Beauty,Skincare,4991.88,0.468,Active
P200439,Camera Max 439,Electronics,Camera,32799.55,0.195,Active
P200440,Headphones Lite 440,Electronics,Headphones,13467.54,0.124,Discontinued
P200441,Hair Dryer Elite 441,Beauty,Hair Dryer,3479.01,0.37,Active
P200442,Jacket Lite 442,Fashion,Jacket,1020.44,0.444,Active
P200443,Sneakers Eco 443,Fashion,Sneakers,4979.91,0.452,Active
P200444,Business Elite 444,Books,Business,1879.92,0.17,Active
P200445,Beverages Max 445,Grocery,Beverages,1531.76,0.094,Active
P200446,Storage Plus 446,Home & Kitchen,Storage,11420.37,0.372,Discontinued
P200447,Bedsheet Pro 447,Home & Kitchen,Bedsheet,15990.84,0.337,Active
P200448,Laptop Pro 448,Electronics,Laptop,31518.3,0.164,Active
P200449,Fiction Max 449,Books,Fiction,668.28,0.233,Active
P200450,Remote Car Max 450,Toys,Remote Car,1708.77,0.181,Active
P200451,Tablet Pro 451,Electronics,Tablet,56158.76,0.206,Discontinued
P200452,Sneakers Eco 452,Fashion,Sneakers,3808.15,0.434,Active
P200453,Jeans Pro 453,Fashion,Jeans,6385.88,0.341,Discontinued
P200454,Dumbbells Eco 454,Sports,Dumbbells,6733.68,0.418,Active
P200455,Shoes Max 455,Sports,Shoes,5529.95,0.263,Discontinued
P200456,Storage Max 456,Home & Kitchen,Storage,16781.1,0.398,Discontinued
P200457,Chair Plus 457,Home & Kitchen,Chair,657.53,0.18,Active
P200458,Jeans Lite 458,Fashion,Jeans,5995.31,0.402,Active
P200459,Headphones Plus 459,Electronics,Headphones,32558.23,0.122,Active
P200460,Remote Car Lite 460,Toys,Remote Car,4473.55,0.183,Active
P200461,Mixer Lite 461,Home & Kitchen,Mixer,17022.84,0.292,Active
P200462,Sneakers Elite 462,Fashion,Sneakers,2911.05,0.462,Active
P200463,Hair Dryer Lite 463,Beauty,Hair Dryer,2467.75,0.461,Active
P200464,Mixer Pro 464,Home & Kitchen,Mixer,12810.27,0.228,Active
P200465,Handbag Max 465,Fashion,Handbag,6241.34,0.312,Discontinued
P200466,Smartwatch Elite 466,Electronics,Smartwatch,45315.16,0.146,Active
P200467,Storage Lite 467,Home & Kitchen,Storage,12982.28,0.302,Active
P200468,Backpack Plus 468,Sports,Backpack,4238.06,0.439,Discontinued
P200469,Tablet Plus 469,Electronics,Tablet,5288.66,0.115,Discontinued
P200470,Yoga Mat Max 470,Sports,Yoga Mat,8614.25,0.419,Active
P200471,Cookware Lite 471,Home & Kitchen,Cookware,4297.5,0.296,Discontinued
P200472,Smartphone Max 472,Electronics,Smartphone,29127.47,0.125,Active
P200473,Self Help Plus 473,Books,Self Help,1084.77,0.273,Discontinued
P200474,Jeans Eco 474,Fashion,Jeans,1476.84,0.339,Discontinued
P200475,Backpack Max 475,Sports,Backpack,9971.56,0.339,Active
P200476,T-Shirt Pro 476,Fashion,T-Shirt,1890.47,0.302,Active
P200477,Smartwatch Eco 477,Electronics,Smartwatch,46082.5,0.21,Discontinued
P200478,Sneakers Max 478,Fashion,Sneakers,6854.7,0.392,Active
P200479,Laptop Lite 479,Electronics,Laptop,77413.25,0.162,Discontinued
P200480,Board Game Plus 480,Toys,Board Game,6689.33,0.315,Active
P200481,Dress Elite 481,Fashion,Dress,6192.81,0.475,Discontinued
P200482,Smartphone Eco 482,Electronics,Smartphone,24369.43,0.158,Active
P200483,T-Shirt Lite 483,Fashion,T-Shirt,4282.09,0.442,Active
P200484,Sneakers Plus 484,Fashion,Sneakers,1218.95,0.377,Active
P200485,Laptop Max 485,Electronics,Laptop,50781.97,0.103,Active
P200486,Laptop Plus 486,Electronics,Laptop,68022.83,0.172,Active
P200487,Lamp Max 487,Home & Kitchen,Lamp,13008.36,0.334,Discontinued
P200488,Handbag Max 488,Fashion,Handbag,2168.92,0.36,Active
P200489,Snacks Plus 489,Grocery,Snacks,204.04,0.099,Active
P200490,Headphones Elite 490,Electronics,Headphones,34453.51,0.083,Discontinued
P200491,Smartwatch Max 491,Electronics,Smartwatch,17923.93,0.216,Discontinued
P200492,Chair Eco 492,Home & Kitchen,Chair,2116.46,0.347,Active
P200493,Headphones Max 493,Electronics,Headphones,9397.93,0.13,Active
P200494,Sunscreen Plus 494,Beauty,Sunscreen,3812.62,0.493,Active
P200495,Shoes Elite 495,Sports,Shoes,3446.99,0.385,Discontinued
P200496,Laptop Elite 496,Electronics,Laptop,39227.09,0.111,Discontinued
P200497,Beverages Elite 497,Grocery,Beverages,2484.88,0.081,Active
P200498,Tablet Elite 498,Electronics,Tablet,3702.13,0.215,Active
P200499,Makeup Kit Elite 499,Beauty,Makeup Kit,1084.1,0.311,Active
P200500,Smartwatch Max 500,Electronics,Smartwatch,14117.83,0.139,Active
P200501,Snacks Elite 501,Grocery,Snacks,610.3,0.156,Active
P200502,Shoes Eco 502,Sports,Shoes,10487.55,0.321,Active
P200503,Jacket Plus 503,Fashion,Jacket,4468.05,0.544,Active
P200504,Tablet Elite 504,Electronics,Tablet,12095.17,0.117,Active
P200505,Business Lite 505,Books,Business,1222.29,0.236,Active
P200506,Skincare Lite 506,Beauty,Skincare,4782.67,0.351,Active
P200507,Tablet Elite 507,Electronics,Tablet,22827.96,0.097,Active
P200508,Sunscreen Lite 508,Beauty,Sunscreen,2175.25,0.41,Active
P200509,Sneakers Lite 509,Fashion,Sneakers,1182.03,0.299,Active
P200510,Dress Eco 510,Fashion,Dress,5840.3,0.369,Active
P200511,Jeans Elite 511,Fashion,Jeans,746.9,0.405,Discontinued
P200512,Jacket Eco 512,Fashion,Jacket,3588.14,0.464,Active
P200513,Jeans Lite 513,Fashion,Jeans,755.58,0.407,Active
P200514,Storage Pro 514,Home & Kitchen,Storage,16421.91,0.311,Active
P200515,Smartphone Lite 515,Electronics,Smartphone,57156.33,0.112,Active
P200516,Makeup Kit Pro 516,Beauty,Makeup Kit,1548.95,0.474,Active
P200517,Organic Staples Eco 517,Grocery,Organic Staples,2029.99,0.18,Active
P200518,Laptop Plus 518,Electronics,Laptop,44256.67,0.087,Active
P200519,Lamp Pro 519,Home & Kitchen,Lamp,9098.54,0.258,Active
P200520,Beverages Plus 520,Grocery,Beverages,1295.57,0.155,Active
P200521,Exam Prep Eco 521,Books,Exam Prep,404.48,0.137,Discontinued
P200522,Storage Eco 522,Home & Kitchen,Storage,6246.51,0.348,Discontinued
P200523,Camera Max 523,Electronics,Camera,29126.75,0.135,Active
P200524,Storage Plus 524,Home & Kitchen,Storage,4065.47,0.344,Active
P200525,Organic Staples Max 525,Grocery,Organic Staples,374.86,0.14,Active
P200526,Jacket Pro 526,Fashion,Jacket,2230.22,0.518,Active
P200527,Fiction Lite 527,Books,Fiction,250.75,0.251,Active
P200528,Jacket Lite 528,Fashion,Jacket,2352.05,0.408,Active
P200529,Organic Staples Max 529,Grocery,Organic Staples,2053.15,0.078,Active
P200530,Smartphone Elite 530,Electronics,Smartphone,55474.09,0.091,Active
P200531,Dumbbells Lite 531,Sports,Dumbbells,2125.01,0.208,Active
P200532,Smartwatch Max 532,Electronics,Smartwatch,11348.98,0.106,Active
P200533,Children Eco 533,Books,Children,1542.67,0.216,Active
P200534,Remote Car Eco 534,Toys,Remote Car,6002.06,0.363,Active
P200535,Headphones Lite 535,Electronics,Headphones,40348.92,0.206,Active
P200536,Tablet Max 536,Electronics,Tablet,55910.22,0.084,Discontinued
P200537,Smartwatch Lite 537,Electronics,Smartwatch,69000.26,0.114,Active
P200538,T-Shirt Max 538,Fashion,T-Shirt,6947.7,0.307,Active
P200539,Makeup Kit Lite 539,Beauty,Makeup Kit,4506.16,0.421,Active
P200540,Sunscreen Max 540,Beauty,Sunscreen,1227.52,0.386,Discontinued
P200541,Children Pro 541,Books,Children,1290.84,0.121,Active
P200542,Bedsheet Elite 542,Home & Kitchen,Bedsheet,478.2,0.33,Active
P200543,Hair Dryer Lite 543,Beauty,Hair Dryer,2966.07,0.345,Discontinued
P200544,Sneakers Plus 544,Fashion,Sneakers,5935.3,0.327,Discontinued
P200545,Tablet Plus 545,Electronics,Tablet,66317.87,0.129,Discontinued
P200546,Sneakers Lite 546,Fashion,Sneakers,2089.76,0.356,Discontinued
P200547,Smartwatch Lite 547,Electronics,Smartwatch,33222.72,0.1,Active
P200548,Self Help Pro 548,Books,Self Help,1213.49,0.139,Active
P200549,Tablet Pro 549,Electronics,Tablet,39464.55,0.084,Discontinued
P200550,Beverages Pro 550,Grocery,Beverages,444.65,0.085,Active
P200551,Chair Eco 551,Home & Kitchen,Chair,14093.68,0.199,Active
P200552,Camera Elite 552,Electronics,Camera,8526.1,0.183,Active
P200553,Cycle Accessories Pro 553,Sports,Cycle Accessories,9086.16,0.412,Active
P200554,T-Shirt Max 554,Fashion,T-Shirt,2144.08,0.514,Discontinued
P200555,Tablet Eco 555,Electronics,Tablet,3494.51,0.101,Active
P200556,Handbag Plus 556,Fashion,Handbag,5401.93,0.486,Active
P200557,Camera Max 557,Electronics,Camera,61312.8,0.101,Active
P200558,Mixer Lite 558,Home & Kitchen,Mixer,14206.21,0.219,Active
P200559,Makeup Kit Plus 559,Beauty,Makeup Kit,4017.23,0.429,Active
P200560,Makeup Kit Max 560,Beauty,Makeup Kit,4926.76,0.441,Discontinued
P200561,Bedsheet Eco 561,Home & Kitchen,Bedsheet,17252.08,0.281,Active
P200562,Skincare Elite 562,Beauty,Skincare,1145.86,0.471,Discontinued
P200563,Exam Prep Lite 563,Books,Exam Prep,293.27,0.185,Active
P200564,Camera Plus 564,Electronics,Camera,18209.89,0.199,Discontinued
P200565,Handbag Eco 565,Fashion,Handbag,5479.05,0.311,Active
P200566,Jacket Elite 566,Fashion,Jacket,5429.88,0.309,Active
P200567,Snacks Plus 567,Grocery,Snacks,532.27,0.071,Active
P200568,Dress Max 568,Fashion,Dress,6803.79,0.404,Active
P200569,Jeans Elite 569,Fashion,Jeans,4828.36,0.346,Active
P200570,Smartwatch Elite 570,Electronics,Smartwatch,79337.24,0.127,Discontinued
P200571,Self Help Pro 571,Books,Self Help,614.3,0.285,Discontinued
P200572,Laptop Plus 572,Electronics,Laptop,52636.01,0.188,Active
P200573,Backpack Elite 573,Sports,Backpack,6201.59,0.433,Active
P200574,Laptop Lite 574,Electronics,Laptop,62915.55,0.092,Discontinued
P200575,Fiction Eco 575,Books,Fiction,859.86,0.299,Active
P200576,Jeans Max 576,Fashion,Jeans,1952.08,0.304,Active
P200577,T-Shirt Max 577,Fashion,T-Shirt,6273.06,0.506,Active
P200578,Coffee Plus 578,Grocery,Coffee,1049.92,0.072,Active
P200579,Dress Pro 579,Fashion,Dress,1129.99,0.481,Active
P200580,Cycle Accessories Max 580,Sports,Cycle Accessories,925.39,0.342,Active
P200581,Camera Elite 581,Electronics,Camera,24967.87,0.091,Active
P200582,Children Plus 582,Books,Children,1601.36,0.24,Active
P200583,Cookware Plus 583,Home & Kitchen,Cookware,9231.83,0.251,Active
P200584,Storage Max 584,Home & Kitchen,Storage,8735.29,0.192,Active
P200585,STEM Kit Lite 585,Toys,STEM Kit,6928.31,0.182,Active
P200586,Backpack Lite 586,Sports,Backpack,6050.26,0.241,Active
P200587,Remote Car Elite 587,Toys,Remote Car,4571.8,0.396,Active
P200588,Smartwatch Eco 588,Electronics,Smartwatch,55723.8,0.186,Active
P200589,Coffee Max 589,Grocery,Coffee,248.15,0.104,Discontinued
P200590,Sneakers Lite 590,Fashion,Sneakers,3568.35,0.324,Discontinued
P200591,Storage Plus 591,Home & Kitchen,Storage,1706.49,0.297,Discontinued
P200592,Tablet Pro 592,Electronics,Tablet,48790.27,0.083,Discontinued
P200593,Bedsheet Plus 593,Home & Kitchen,Bedsheet,4712.44,0.335,Active
P200594,Shoes Max 594,Sports,Shoes,11205.7,0.317,Active
P200595,Self Help Plus 595,Books,Self Help,1144.49,0.195,Discontinued
P200596,Beverages Plus 596,Grocery,Beverages,428.5,0.177,Active
P200597,Smartwatch Plus 597,Electronics,Smartwatch,30531.62,0.16,Active
P200598,Children Elite 598,Books,Children,1165.31,0.123,Discontinued
P200599,Snacks Plus 599,Grocery,Snacks,751.78,0.103,Active
P200600,Storage Elite 600,Home & Kitchen,Storage,6419.87,0.395,Discontinued
P200601,Headphones Plus 601,Electronics,Headphones,40669.71,0.109,Active
P200602,Sneakers Max 602,Fashion,Sneakers,6168.09,0.459,Discontinued
P200603,Handbag Elite 603,Fashion,Handbag,5773.63,0.307,Active
P200604,Sneakers Lite 604,Fashion,Sneakers,1270.99,0.406,Discontinued
P200605,Storage Plus 605,Home & Kitchen,Storage,9484.94,0.266,Active
P200606,Beverages Max 606,Grocery,Beverages,1996.62,0.157,Active
P200607,Laptop Plus 607,Electronics,Laptop,80984.53,0.092,Active
P200608,Jeans Max 608,Fashion,Jeans,3761.18,0.427,Active
P200609,Beverages Lite 609,Grocery,Beverages,1534.68,0.176,Active
P200610,Organic Staples Elite 610,Grocery,Organic Staples,717.8,0.12,Active
P200611,Remote Car Elite 611,Toys,Remote Car,4585.37,0.371,Active
P200612,Lamp Lite 612,Home & Kitchen,Lamp,12167.56,0.398,Active
P200613,Beverages Max 613,Grocery,Beverages,2292.59,0.17,Active
P200614,Headphones Pro 614,Electronics,Headphones,74235.72,0.181,Active
P200615,Laptop Pro 615,Electronics,Laptop,60528.29,0.2,Active
P200616,Cycle Accessories Plus 616,Sports,Cycle Accessories,12483.67,0.238,Discontinued
P200617,Tablet Elite 617,Electronics,Tablet,15490.54,0.129,Discontinued
P200618,Smartphone Elite 618,Electronics,Smartphone,77040.08,0.189,Active
P200619,Smartwatch Pro 619,Electronics,Smartwatch,5684.22,0.212,Active
P200620,Laptop Eco 620,Electronics,Laptop,27825.57,0.144,Active
P200621,Skincare Eco 621,Beauty,Skincare,4951.82,0.535,Active
P200622,Headphones Plus 622,Electronics,Headphones,56838.55,0.158,Active
P200623,Smartphone Plus 623,Electronics,Smartphone,16178.38,0.083,Active
P200624,Self Help Max 624,Books,Self Help,865.88,0.197,Active
P200625,Perfume Max 625,Beauty,Perfume,1649.2,0.5,Active
P200626,Children Plus 626,Books,Children,1674.97,0.255,Active
P200627,Sneakers Eco 627,Fashion,Sneakers,3280.92,0.486,Active
P200628,Headphones Plus 628,Electronics,Headphones,28689.01,0.099,Active
P200629,T-Shirt Lite 629,Fashion,T-Shirt,671.16,0.329,Discontinued
P200630,T-Shirt Elite 630,Fashion,T-Shirt,6525.69,0.291,Active
P200631,Children Lite 631,Books,Children,1929.33,0.26,Active
P200632,Dress Eco 632,Fashion,Dress,679.58,0.285,Active
P200633,Smartwatch Eco 633,Electronics,Smartwatch,39002.87,0.169,Active
P200634,Jeans Plus 634,Fashion,Jeans,1354.39,0.368,Active
P200635,Doll Max 635,Toys,Doll,4037.26,0.314,Active
P200636,Hair Dryer Lite 636,Beauty,Hair Dryer,4827.75,0.33,Active
P200637,Smartphone Pro 637,Electronics,Smartphone,28230.88,0.106,Active
P200638,Chair Lite 638,Home & Kitchen,Chair,11612.48,0.402,Active
P200639,Sunscreen Plus 639,Beauty,Sunscreen,4971.74,0.356,Active
P200640,Jacket Plus 640,Fashion,Jacket,6216.56,0.291,Active
P200641,Lamp Pro 641,Home & Kitchen,Lamp,9137.64,0.42,Active
P200642,Camera Elite 642,Electronics,Camera,26982.71,0.132,Discontinued
P200643,Exam Prep Max 643,Books,Exam Prep,459.55,0.218,Active
P200644,Makeup Kit Elite 644,Beauty,Makeup Kit,4964.21,0.571,Active
P200645,Mixer Lite 645,Home & Kitchen,Mixer,9079.7,0.233,Active
P200646,Smartwatch Lite 646,Electronics,Smartwatch,13077.38,0.125,Active
P200647,Handbag Max 647,Fashion,Handbag,4580.73,0.533,Active
P200648,Snacks Pro 648,Grocery,Snacks,1956.97,0.095,Discontinued
P200649,Laptop Pro 649,Electronics,Laptop,42774.38,0.099,Active
