order_id,order_date,customer_id,product_id,seller_id,quantity,discount_pct,campaign,shipping_mode,order_status,gross_sales,discount_amount,net_sales,cost_amount,refund_amount,profit,promised_delivery_date,actual_delivery_date,shipping_delay_flag,fulfillment_days
O505079,2023-02-03 02:40:00,C110061,P200488,S3033,1,0.08,Big Billion Days,Express,Delivered,2168.92,173.51,1995.41,1277.06,0.0,718.35,2023-02-06,2023-02-07,1,4
O505080,2025-12-22 09:45:00,C111836,P200600,S3040,3,0.025,Monsoon Mania,Express,Delivered,19259.61,481.49,18778.12,11360.76,0.0,7417.36,2025-12-25,2025-12-24,0,2
O505081,2025-03-30 00:07:00,C109900,P200284,S3047,1,0.3,None,Standard,Delivered,41464.03,12439.21,29024.82,22871.56,0.0,6153.26,2025-04-05,2025-04-04,0,5
O505082,2024-04-23 22:22:00,C100321,P200201,S3060,1,0.3,None,Express,Delivered,2331.97,699.59,1632.38,1080.64,0.0,551.74,2024-04-26,2024-04-26,0,3
O505083,2023-11-21 13:24:00,C107372,P200600,S3116,2,0.17,Diwali Fest,Standard,Delivered,12839.74,2182.76,10656.98,6447.47,0.0,4209.51,2023-11-27,2023-11-28,1,7
O505084,2024-12-12 21:19:00,C108585,P200120,S3098,1,0.09,Year End,Standard,Delivered,1839.03,165.51,1673.52,1189.87,0.0,483.65,2024-12-18,2024-12-17,0,5
O505085,2025-10-08 20:13:00,C105373,P200219,S3063,2,0.25,None,Express,Returned,73500.58,18375.14,55125.44,43879.85,48130.36,-787.0,2025-10-11,2025-10-13,1,5
O505086,2023-11-03 09:57:00,C103550,P200600,S3097,1,0.25,None,Same Day,Delivered,6419.87,1604.97,4814.9,2913.01,0.0,1901.89,2023-11-04,2023-11-04,0,1
O505087,2023-04-21 19:22:00,C105759,P200033,S3043,1,0.0,None,Standard,Delivered,2685.22,0.0,2685.22,1801.78,0.0,883.44,2023-04-27,2023-04-27,0,6
O505088,2024-07-16 09:16:00,C104204,P200041,S3095,1,0.07,Diwali Fest,Same Day,Returned,69383.55,4856.85,64526.7,57557.82,56911.96,-7259.11,2024-07-17,2024-07-17,0,1
O505089,2024-12-11 04:48:00,C111794,P200021,S3022,1,0.22,Diwali Fest,Same Day,Delivered,5662.15,1245.67,4416.48,3153.37,0.0,1263.11,2024-12-12,2024-12-13,1,2
O505090,2023-03-20 01:51:00,C104041,P200429,S3117,1,0.0,None,Same Day,Delivered,13331.65,0.0,13331.65,9665.45,0.0,3666.2,2023-03-21,2023-03-22,1,2
O505091,2024-11-12 15:49:00,C109891,P200600,S3063,1,0.05,None,Standard,Delivered,6419.87,320.99,6098.88,3689.82,0.0,2409.06,2024-11-18,2024-11-18,0,6
O505092,2025-06-29 10:54:00,C101999,P200293,S3068,1,0.1,None,Express,Delivered,3116.02,311.6,2804.42,1710.7,0.0,1093.72,2025-07-02,2025-07-02,0,3
O505093,2023-08-14 05:23:00,C110935,P200600,S3092,1,0.25,None,Standard,Delivered,6419.87,1604.97,4814.9,2913.01,0.0,1901.89,2023-08-20,2023-08-20,0,6
O505094,2025-06-27 21:47:00,C102298,P200600,S3018,1,0.125,Monsoon Mania,Standard,Delivered,6419.87,802.48,5617.39,3398.52,0.0,2218.87,2025-07-03,2025-07-02,0,5
O505095,2024-03-29 20:52:00,C102387,P200085,S3071,3,0.0,None,Express,Delivered,33730.14,0.0,33730.14,29783.71,0.0,3946.43,2024-04-01,2024-04-01,0,3
O505096,2024-10-30 10:07:00,C104710,P200328,S3030,1,0.07,Diwali Fest,Express,Delivered,770.01,53.9,716.11,570.74,0.0,145.37,2024-11-02,2024-11-01,0,2
O505097,2025-10-06 09:07:00,C109253,P200433,S3044,1,0.08,Big Billion Days,Standard,Delivered,51444.98,4115.6,47329.38,39851.34,0.0,7478.04,2025-10-12,2025-10-12,0,6
O505098,2025-10-22 00:12:00,C106198,P200018,S3064,1,0.08,Big Billion Days,Standard,Delivered,1563.08,125.05,1438.03,1259.71,0.0,178.32,2025-10-28,2025-10-27,0,5
O505099,2024-01-02 12:11:00,C100698,P200600,S3052,1,0.15,None,Same Day,Delivered,6419.87,962.98,5456.89,3301.42,0.0,2155.47,2024-01-03,2024-01-04,1,2
O505100,2024-11-15 01:07:00,C103252,P200410,S3030,1,0.07500000000000001,Monsoon Mania,Express,Delivered,62748.54,4706.14,58042.4,50496.89,0.0,7545.51,2024-11-18,2024-11-18,0,3
O505101,2024-03-04 18:55:00,C102327,P200600,S3015,1,0.19,Year End,Standard,Delivered,6419.87,1219.78,5200.09,3146.05,0.0,2054.04,2024-03-10,2024-03-09,0,5
O505102,2023-07-10 14:42:00,C104687,P200600,S3014,1,0.025,Monsoon Mania,Standard,Delivered,6419.87,160.5,6259.37,3786.92,0.0,2472.45,2023-07-16,2023-07-16,0,6
O505103,2023-04-14 16:05:00,C106918,P200464,S3014,1,0.05,None,Express,Delivered,12810.27,640.51,12169.76,9395.05,0.0,2774.71,2023-04-17,2023-04-17,0,3
O505104,2025-08-25 08:22:00,C108388,P200619,S3039,2,0.07,Diwali Fest,Standard,Delivered,11368.44,795.79,10572.65,8331.25,0.0,2241.4,2025-08-31,2025-09-01,1,7
O505105,2024-11-29 23:02:00,C111379,P200213,S3016,1,0.1,None,Standard,Delivered,12791.58,1279.16,11512.42,6941.99,0.0,4570.43,2024-12-05,2024-12-04,0,5
O505106,2023-05-25 05:56:00,C101144,P200112,S3018,2,0.1,None,Standard,Delivered,135614.76,13561.48,122053.28,95811.82,0.0,26241.46,2023-05-31,2023-05-31,0,6
O505107,2023-04-11 20:11:00,C103499,P200342,S3049,1,0.18,Big Billion Days,Standard,Delivered,6065.15,1091.73,4973.42,3182.99,0.0,1790.43,2023-04-17,2023-04-18,1,7
O505108,2024-11-19 03:02:00,C107720,P200600,S3109,1,0.02,Republic Day,Express,Delivered,6419.87,128.4,6291.47,3806.34,0.0,2485.13,2024-11-22,2024-11-22,0,3
O505109,2024-01-08 22:45:00,C101031,P200600,S3100,1,0.16999999999999998,Republic Day,Same Day,Delivered,6419.87,1091.38,5328.49,3223.74,0.0,2104.75,2024-01-09,2024-01-09,0,1
O505110,2023-09-07 12:14:00,C107871,P200221,S3009,2,0.12000000000000001,Diwali Fest,Standard,Delivered,13263.02,1591.56,11671.46,7294.66,0.0,4376.8,2023-09-13,2023-09-12,0,5
O505111,2024-08-01 11:11:00,C104827,P200197,S3054,1,0.275,Monsoon Mania,Standard,Delivered,879.19,241.78,637.41,406.67,0.0,230.74,2024-08-07,2024-08-06,0,5
O505112,2025-06-16 05:43:00,C100214,P200107,S3015,1,0.18,Big Billion Days,Same Day,Cancelled,1524.32,274.38,1249.94,604.97,0.0,644.97,2025-06-17,2025-06-17,0,1
O505113,2024-07-23 17:26:00,C102102,P200041,S3016,1,0.3,None,Express,Delivered,69383.55,20815.06,48568.49,43323.09,0.0,5245.4,2024-07-26,2024-07-26,0,3
O505114,2024-12-01 09:03:00,C105505,P200600,S3055,1,0.27,Republic Day,Standard,Delivered,6419.87,1733.36,4686.51,2835.34,0.0,1851.17,2024-12-07,2024-12-06,0,5
O505115,2025-06-28 21:12:00,C107260,P200050,S3099,1,0.0,None,Standard,Delivered,1860.64,0.0,1860.64,1222.44,0.0,638.2,2025-07-04,2025-07-04,0,6
O505116,2025-08-21 07:43:00,C107637,P200033,S3015,1,0.3,None,Standard,Delivered,2685.22,805.57,1879.65,1261.25,0.0,618.4,2025-08-27,2025-08-27,0,6
O505117,2023-10-19 02:33:00,C105734,P200078,S3082,1,0.18,Summer Sale,Standard,Delivered,3343.36,601.8,2741.56,2420.8,0.0,320.76,2023-10-25,2023-10-24,0,5
O505118,2024-11-13 10:59:00,C111314,P200063,S3102,2,0.03,Summer Sale,Standard,Delivered,88531.78,2655.95,85875.83,74540.22,0.0,11335.61,2024-11-19,2024-11-18,0,5
O505119,2023-07-14 19:26:00,C104530,P200600,S3117,1,0.12000000000000001,Republic Day,Same Day,Delivered,6419.87,770.38,5649.49,3417.94,0.0,2231.55,2023-07-15,2023-07-15,0,1
O505120,2025-10-26 03:16:00,C109272,P200486,S3100,1,0.07,Republic Day,Standard,Delivered,68022.83,4761.6,63261.23,52380.3,0.0,10880.93,2025-11-01,2025-11-02,1,7
O505121,2023-06-08 20:27:00,C100455,P200261,S3100,5,0.18,Big Billion Days,Standard,Delivered,164524.45,29614.4,134910.05,119395.39,0.0,15514.66,2023-06-14,2023-06-13,0,5
O505122,2024-07-31 15:37:00,C103116,P200600,S3108,2,0.3,None,Same Day,Delivered,12839.74,3851.92,8987.82,5437.63,0.0,3550.19,2024-08-01,2024-08-01,0,1
O505123,2024-04-21 14:41:00,C102885,P200600,S3058,2,0.38,Big Billion Days,Express,Delivered,12839.74,4879.1,7960.64,4816.19,0.0,3144.45,2024-04-24,2024-04-25,1,4
O505124,2025-04-21 18:44:00,C103064,P200535,S3104,1,0.0,None,Standard,Returned,40348.92,0.0,40348.92,32037.04,37206.7,-989.8,2025-04-27,2025-04-27,0,6
O505125,2025-12-20 00:13:00,C103857,P200014,S3101,1,0.0,None,Standard,Delivered,1713.68,0.0,1713.68,873.98,0.0,839.7,2025-12-26,2025-12-27,1,7
O505126,2025-12-22 12:21:00,C103004,P200573,S3071,1,0.0,None,Standard,Delivered,6201.59,0.0,6201.59,3516.3,0.0,2685.29,2025-12-28,2025-12-27,0,5
O505127,2024-05-10 09:13:00,C105705,P200600,S3014,3,0.32999999999999996,Summer Sale,Standard,Delivered,19259.61,6355.67,12903.94,7806.88,0.0,5097.06,2024-05-16,2024-05-16,0,6
O505128,2024-11-29 22:21:00,C105469,P200600,S3012,1,0.23,Summer Sale,Express,Delivered,6419.87,1476.57,4943.3,2990.7,0.0,1952.6,2024-12-02,2024-12-01,0,2
O505129,2024-05-14 10:24:00,C110004,P200600,S3000,3,0.2,None,Standard,Delivered,19259.61,3851.92,15407.69,9321.65,0.0,6086.04,2024-05-20,2024-05-19,0,5
O505130,2023-08-07 20:53:00,C106198,P200406,S3096,5,0.08,Big Billion Days,Express,Delivered,1784.05,142.72,1641.33,873.19,0.0,768.14,2023-08-10,2023-08-11,1,4
O505131,2025-06-04 16:08:00,C101774,P200460,S3107,1,0.4,None,Express,Returned,4473.55,1789.42,2684.13,2192.93,2316.25,-87.86,2025-06-07,2025-06-06,0,2
O505132,2024-09-26 23:43:00,C110236,P200513,S3004,2,0.07,Diwali Fest,Standard,Returned,1511.16,105.78,1405.38,833.39,1089.43,299.63,2024-10-02,2024-10-01,0,5
O505133,2023-03-08 03:30:00,C101873,P200175,S3021,1,0.15,None,Express,Delivered,1336.3,200.44,1135.86,991.61,0.0,144.25,2023-03-11,2023-03-10,0,2
O505134,2025-06-13 03:54:00,C108134,P200120,S3073,1,0.05,None,Standard,Delivered,1839.03,91.95,1747.08,1242.17,0.0,504.91,2025-06-19,2025-06-18,0,5
O505135,2024-04-17 16:40:00,C102764,P200433,S3110,2,0.2,None,Express,Delivered,102889.96,20577.99,82311.97,69306.68,0.0,13005.29,2024-04-20,2024-04-21,1,4
O505136,2024-07-26 23:18:00,C101441,P200394,S3099,2,0.22,Diwali Fest,Same Day,Delivered,12805.24,2817.15,9988.09,6002.84,0.0,3985.25,2024-07-27,2024-07-28,1,2
O505137,2025-06-17 17:14:00,C107919,P200218,S3043,3,0.07,Diwali Fest,Standard,Returned,133789.53,9365.27,124424.26,101281.35,102284.84,-2428.3,2025-06-23,2025-06-23,0,6
O505138,2025-02-12 00:49:00,C106198,P200239,S3014,1,0.03,Summer Sale,Same Day,Delivered,64799.9,1944.0,62855.9,50724.71,0.0,12131.19,2025-02-13,2025-02-13,0,1
O505139,2025-04-11 09:01:00,C103417,P200600,S3057,2,0.02,Republic Day,Express,Delivered,12839.74,256.79,12582.95,7612.68,0.0,4970.27,2025-04-14,2025-04-15,1,4
O505140,2025-02-17 01:40:00,C108876,P200104,S3005,1,0.05,None,Standard,Delivered,53046.92,2652.35,50394.57,39912.5,0.0,10482.07,2025-02-23,2025-02-25,1,8
O505141,2024-06-03 04:54:00,C106005,P200364,S3048,1,0.37,Diwali Fest,Express,Delivered,643.24,238.0,405.24,324.19,0.0,81.05,2024-06-06,2024-06-06,0,3
O505142,2024-09-27 20:37:00,C105018,P200362,S3074,2,0.3,None,Same Day,Delivered,4480.72,1344.22,3136.5,1994.81,0.0,1141.69,2024-09-28,2024-09-29,1,2
O505143,2024-08-12 18:15:00,C100379,P200488,S3027,2,0.14,Year End,Standard,Delivered,4337.84,607.3,3730.54,2387.55,0.0,1342.99,2024-08-18,2024-08-17,0,5
O505144,2023-09-06 11:33:00,C105522,P200419,S3050,1,0.0,None,Standard,Delivered,35898.75,0.0,35898.75,31734.5,0.0,4164.25,2023-09-12,2023-09-11,0,5
O505145,2023-11-28 07:10:00,C101502,P200328,S3087,1,0.18,Summer Sale,Standard,Delivered,770.01,138.6,631.41,503.23,0.0,128.18,2023-12-04,2023-12-05,1,7
O505146,2025-03-15 16:13:00,C110464,P200032,S3014,2,0.125,Monsoon Mania,Standard,Delivered,31235.58,3904.45,27331.13,21700.92,0.0,5630.21,2025-03-21,2025-03-20,0,5
O505147,2024-10-05 17:18:00,C111722,P200364,S3020,1,0.15,None,Standard,Delivered,643.24,96.49,546.75,437.4,0.0,109.35,2024-10-11,2024-10-11,0,6
O505148,2024-10-17 21:41:00,C108033,P200545,S3114,1,0.2,None,Standard,Returned,66317.87,13263.57,53054.3,46210.3,48983.2,-5401.8,2024-10-23,2024-10-23,0,6
O505149,2024-07-10 15:22:00,C110971,P200600,S3055,1,0.1,None,Standard,Delivered,6419.87,641.99,5777.88,3495.62,0.0,2282.26,2024-07-16,2024-07-15,0,5
O505150,2025-04-23 23:16:00,C106198,P200600,S3113,2,0.2,None,Express,Delivered,12839.74,2567.95,10271.79,6214.43,0.0,4057.36,2025-04-26,2025-04-25,0,2
O505151,2023-01-25 14:55:00,C106340,P200539,S3000,1,0.27,Republic Day,Standard,Delivered,4506.16,1216.66,3289.5,1904.62,0.0,1384.88,2023-01-31,2023-01-30,0,5
O505152,2024-11-16 20:11:00,C102597,P200460,S3116,1,0.33,Big Billion Days,Express,Delivered,4473.55,1476.27,2997.28,2448.78,0.0,548.5,2024-11-19,2024-11-18,0,2
O505153,2023-07-14 12:09:00,C109253,P200487,S3010,1,0.29,Year End,Standard,Delivered,13008.36,3772.42,9235.94,6151.14,0.0,3084.8,2023-07-20,2023-07-19,0,5
O505154,2025-11-08 12:08:00,C111777,P200419,S3089,2,0.025,Monsoon Mania,Standard,Delivered,71797.5,1794.94,70002.56,61882.26,0.0,8120.3,2025-11-14,2025-11-13,0,5
O505155,2025-11-14 17:17:00,C109817,P200004,S3084,2,0.1,None,Express,Delivered,132318.66,13231.87,119086.79,97293.91,0.0,21792.88,2025-11-17,2025-11-18,1,4
O505156,2025-09-07 11:13:00,C106777,P200328,S3061,1,0.15,None,Standard,Delivered,770.01,115.5,654.51,521.64,0.0,132.87,2025-09-13,2025-09-14,1,7
O505157,2024-01-08 18:25:00,C103268,P200637,S3108,3,0.225,Monsoon Mania,Standard,Returned,84692.64,19055.84,65636.8,58679.3,51115.84,-5821.46,2024-01-14,2024-01-15,1,7
O505158,2024-02-09 02:34:00,C106504,P200464,S3005,1,0.07500000000000001,Monsoon Mania,Express,Delivered,12810.27,960.77,11849.5,9147.81,0.0,2701.69,2024-02-12,2024-02-12,0,3
O505159,2024-09-19 09:10:00,C111656,P200018,S3019,1,0.0,None,Standard,Delivered,1563.08,0.0,1563.08,1369.26,0.0,193.82,2024-09-25,2024-09-24,0,5
O505160,2025-11-13 18:19:00,C107419,P200600,S3062,1,0.08,Summer Sale,Standard,Delivered,6419.87,513.59,5906.28,3573.3,0.0,2332.98,2025-11-19,2025-11-19,0,6
O505161,2023-11-22 21:49:00,C106240,P200464,S3026,1,0.22999999999999998,Big Billion Days,Standard,Delivered,12810.27,2946.36,9863.91,7614.94,0.0,2248.97,2023-11-28,2023-11-29,1,7
O505162,2024-10-30 19:30:00,C100857,P200056,S3082,1,0.08,Big Billion Days,Standard,Delivered,953.09,76.25,876.84,568.19,0.0,308.65,2024-11-05,2024-11-04,0,5
O505163,2024-01-25 08:08:00,C110820,P200475,S3080,5,0.17,Diwali Fest,Standard,Delivered,49857.8,8475.83,41381.97,27353.48,0.0,14028.49,2024-01-31,2024-01-31,0,6
O505164,2023-07-30 15:29:00,C104525,P200633,S3075,1,0.08,Big Billion Days,Express,Delivered,39002.87,3120.23,35882.64,29818.47,0.0,6064.17,2023-08-02,2023-08-02,0,3
O505165,2025-08-31 20:37:00,C103634,P200464,S3057,1,0.08,Big Billion Days,Express,Returned,12810.27,1024.82,11785.45,9098.37,10260.82,121.88,2025-09-03,2025-09-06,1,6
O505166,2025-07-11 21:18:00,C103728,P200538,S3002,4,0.07500000000000001,Monsoon Mania,Standard,Delivered,27790.8,2084.31,25706.49,17814.6,0.0,7891.89,2025-07-17,2025-07-16,0,5
O505167,2025-11-26 11:59:00,C101380,P200021,S3081,1,0.02,Republic Day,Standard,Delivered,5662.15,113.24,5548.91,3961.92,0.0,1586.99,2025-12-02,2025-12-03,1,7
O505168,2025-03-28 21:07:00,C100752,P200559,S3089,1,0.25,None,Standard,Delivered,4017.23,1004.31,3012.92,1720.38,0.0,1292.54,2025-04-03,2025-04-04,1,7
O505169,2023-05-16 13:55:00,C103555,P200498,S3014,1,0.13,Summer Sale,Standard,Delivered,3702.13,481.28,3220.85,2528.37,0.0,692.48,2023-05-22,2023-05-21,0,5
O505170,2023-08-27 05:18:00,C101574,P200046,S3059,1,0.125,Monsoon Mania,Standard,Delivered,6458.27,807.28,5650.99,4628.16,0.0,1022.83,2023-09-02,2023-09-01,0,5
O505171,2025-07-10 21:28:00,C103722,P200292,S3063,1,0.1,None,Express,Delivered,54374.28,5437.43,48936.85,40568.65,0.0,8368.2,2025-07-13,2025-07-12,0,2
O505172,2023-02-22 01:53:00,C101582,P200161,S3000,1,0.1,None,Express,Delivered,5335.22,533.52,4801.7,2482.48,0.0,2319.22,2023-02-25,2023-02-24,0,2
O505173,2025-10-20 12:08:00,C106878,P200600,S3078,2,0.08,Summer Sale,Express,Delivered,12839.74,1027.18,11812.56,7146.6,0.0,4665.96,2025-10-23,2025-10-22,0,2
O505174,2024-03-11 17:38:00,C104952,P200561,S3064,1,0.27,Diwali Fest,Standard,Delivered,17252.08,4658.06,12594.02,9055.1,0.0,3538.92,2024-03-17,2024-03-16,0,5
O505175,2023-10-22 06:54:00,C110411,P200539,S3048,1,0.125,Monsoon Mania,Standard,Delivered,4506.16,563.27,3942.89,2282.93,0.0,1659.96,2023-10-28,2023-10-28,0,6
O505176,2024-02-04 08:34:00,C105491,P200478,S3105,1,0.09,Year End,Same Day,Delivered,6854.7,616.92,6237.78,3792.57,0.0,2445.21,2024-02-05,2024-02-07,1,3
O505177,2025-07-02 00:40:00,C101971,P200590,S3009,1,0.02,Republic Day,Standard,Delivered,3568.35,71.37,3496.98,2363.96,0.0,1133.02,2025-07-08,2025-07-08,0,6
O505178,2025-02-27 23:13:00,C101212,P200177,S3089,2,0.3,None,Express,Delivered,5835.26,1750.58,4084.68,2985.9,0.0,1098.78,2025-03-02,2025-03-04,1,5
O505179,2024-08-09 19:41:00,C108292,P200235,S3117,4,0.3,None,Standard,Delivered,296169.76,88850.93,207318.83,177257.6,0.0,30061.23,2024-08-15,2024-08-14,0,5
O505180,2023-10-16 03:20:00,C104763,P200239,S3090,1,0.18,Summer Sale,Standard,Delivered,64799.9,11663.98,53135.92,42880.69,0.0,10255.23,2023-10-22,2023-10-21,0,5
O505181,2024-11-10 05:11:00,C107031,P200253,S3015,1,0.25,None,Standard,Delivered,2930.98,732.74,2198.24,1101.32,0.0,1096.92,2024-11-16,2024-11-16,0,6
O505182,2023-06-03 05:05:00,C109329,P200587,S3056,2,0.32,Diwali Fest,Standard,Delivered,9143.6,2925.95,6217.65,3755.46,0.0,2462.19,2023-06-09,2023-06-09,0,6
O505183,2023-10-17 17:28:00,C102759,P200322,S3090,1,0.07,Diwali Fest,Standard,Delivered,1424.25,99.7,1324.55,1153.68,0.0,170.87,2023-10-23,2023-10-23,0,6
O505184,2023-02-12 08:25:00,C106130,P200412,S3022,1,0.22999999999999998,Big Billion Days,Express,Delivered,820.08,188.62,631.46,538.64,0.0,92.82,2023-02-15,2023-02-15,0,3
O505185,2024-06-06 08:19:00,C104908,P200475,S3064,1,0.28,Summer Sale,Standard,Delivered,9971.56,2792.04,7179.52,4745.66,0.0,2433.86,2024-06-12,2024-06-12,0,6
O505186,2025-12-01 17:30:00,C110163,P200422,S3067,2,0.05,None,Same Day,Delivered,9022.04,451.1,8570.94,5828.24,0.0,2742.7,2025-12-02,2025-12-04,1,3
O505187,2024-06-22 08:35:00,C111736,P200517,S3003,5,0.4,None,Standard,Delivered,10149.95,4059.98,6089.97,4993.78,0.0,1096.19,2024-06-28,2024-06-28,0,6
O505188,2025-10-23 20:10:00,C104070,P200063,S3090,1,0.22999999999999998,Big Billion Days,Express,Delivered,44265.89,10181.15,34084.74,29585.55,0.0,4499.19,2025-10-26,2025-10-25,0,2
O505189,2024-11-12 08:26:00,C109920,P200163,S3084,2,0.32999999999999996,Summer Sale,Standard,Delivered,20667.66,6820.33,13847.33,8086.84,0.0,5760.49,2024-11-18,2024-11-19,1,7
O505190,2023-10-04 16:45:00,C101229,P200251,S3027,4,0.23,Summer Sale,Standard,Delivered,3486.6,801.92,2684.68,2257.82,0.0,426.86,2023-10-10,2023-10-10,0,6
O505191,2024-09-06 06:21:00,C108262,P200041,S3053,1,0.0,None,Standard,Delivered,69383.55,0.0,69383.55,61890.13,0.0,7493.42,2024-09-12,2024-09-12,0,6
O505192,2024-03-08 14:29:00,C103762,P200464,S3107,1,0.13,Big Billion Days,Standard,Delivered,12810.27,1665.34,11144.93,8603.89,0.0,2541.04,2024-03-14,2024-03-13,0,5
O505193,2024-11-06 18:21:00,C101683,P200268,S3004,1,0.22999999999999998,Big Billion Days,Same Day,Delivered,5412.03,1244.77,4167.26,2187.81,0.0,1979.45,2024-11-07,2024-11-10,1,4
O505194,2024-08-19 14:04:00,C110243,P200591,S3037,1,0.07,Republic Day,Same Day,Returned,1706.49,119.45,1587.04,1115.69,1557.24,82.04,2024-08-20,2024-08-22,1,3
O505195,2025-04-02 20:27:00,C105846,P200565,S3096,1,0.1,None,Express,Delivered,5479.05,547.91,4931.14,3397.56,0.0,1533.58,2025-04-05,2025-04-04,0,2
O505196,2025-07-30 22:13:00,C104309,P200145,S3058,2,0.0,None,Standard,Delivered,42142.66,0.0,42142.66,36832.68,0.0,5309.98,2025-08-05,2025-08-05,0,6
O505197,2024-10-21 18:03:00,C101380,P200528,S3061,2,0.32,Diwali Fest,Express,Delivered,4704.1,1505.31,3198.79,1893.68,0.0,1305.11,2024-10-24,2024-10-24,0,3
O505198,2024-05-04 02:40:00,C102988,P200637,S3014,1,0.2,None,Standard,Delivered,28230.88,5646.18,22584.7,20190.72,0.0,2393.98,2024-05-10,2024-05-11,1,7
O505199,2024-04-08 04:57:00,C103867,P200460,S3014,1,0.09,Year End,Standard,Delivered,4473.55,402.62,4070.93,3325.95,0.0,744.98,2024-04-14,2024-04-16,1,8
O505200,2025-06-14 09:02:00,C102897,P200590,S3012,1,0.09,Year End,Standard,Delivered,3568.35,321.15,3247.2,2195.11,0.0,1052.09,2025-06-20,2025-06-21,1,7
O505201,2023-10-11 08:35:00,C105659,P200429,S3025,1,0.28,Summer Sale,Standard,Delivered,13331.65,3732.86,9598.79,6959.12,0.0,2639.67,2023-10-17,2023-10-18,1,7
O505202,2024-04-16 14:03:00,C110061,P200600,S3043,2,0.2,None,Standard,Delivered,12839.74,2567.95,10271.79,6214.43,0.0,4057.36,2024-04-22,2024-04-23,1,7
O505203,2025-06-29 22:23:00,C104165,P200453,S3049,1,0.2,None,Express,Delivered,6385.88,1277.18,5108.7,3366.63,0.0,1742.07,2025-07-02,2025-07-01,0,2
O505204,2023-03-21 09:30:00,C106005,P200606,S3116,1,0.0,None,Standard,Delivered,1996.62,0.0,1996.62,1683.15,0.0,313.47,2023-03-27,2023-03-27,0,6
O505205,2023-07-29 13:27:00,C106644,P200554,S3022,1,0.0,None,Express,Delivered,2144.08,0.0,2144.08,1042.02,0.0,1102.06,2023-08-01,2023-08-01,0,3
O505206,2024-07-05 11:56:00,C108986,P200155,S3103,1,0.22999999999999998,Big Billion Days,Standard,Delivered,5869.53,1349.99,4519.54,2286.89,0.0,2232.65,2024-07-11,2024-07-11,0,6
O505207,2023-04-11 09:52:00,C100882,P200228,S3096,1,0.125,Monsoon Mania,Standard,Delivered,32633.91,4079.24,28554.67,25870.53,0.0,2684.14,2023-04-17,2023-04-16,0,5
O505208,2025-08-07 12:15:00,C100507,P200041,S3083,1,0.0,None,Standard,Returned,69383.55,0.0,69383.55,61890.13,63837.13,-8465.86,2025-08-13,2025-08-13,0,6
O505209,2025-09-08 00:31:00,C110212,P200161,S3074,1,0.07500000000000001,Monsoon Mania,Standard,Delivered,5335.22,400.14,4935.08,2551.44,0.0,2383.64,2025-09-14,2025-09-14,0,6
O505210,2025-10-29 02:02:00,C100530,P200464,S3041,4,0.3,None,Express,Delivered,51241.08,15372.32,35868.76,27690.68,0.0,8178.08,2025-11-01,2025-11-01,0,3
O505211,2025-06-15 00:33:00,C103420,P200649,S3008,1,0.0,None,Standard,Delivered,42774.38,0.0,42774.38,38539.72,0.0,4234.66,2025-06-21,2025-06-21,0,6
O505212,2024-05-10 19:08:00,C107624,P200011,S3030,1,0.4,None,Express,Delivered,1194.69,477.88,716.81,380.63,0.0,336.18,2024-05-13,2024-05-14,1,4
O505213,2025-10-03 16:34:00,C105199,P200600,S3042,2,0.18,Big Billion Days,Standard,Delivered,12839.74,2311.15,10528.59,6369.8,0.0,4158.79,2025-10-09,2025-10-08,0,5
O505214,2025-01-19 19:33:00,C104809,P200600,S3069,1,0.0,None,Standard,Delivered,6419.87,0.0,6419.87,3884.02,0.0,2535.85,2025-01-25,2025-01-25,0,6
O505215,2025-07-26 16:11:00,C100160,P200600,S3043,1,0.15,None,Express,Delivered,6419.87,962.98,5456.89,3301.42,0.0,2155.47,2025-07-29,2025-07-28,0,2
O505216,2024-05-10 21:45:00,C108496,P200364,S3073,2,0.05,None,Standard,Delivered,1286.48,64.32,1222.16,977.73,0.0,244.43,2024-05-16,2024-05-16,0,6
O505217,2024-01-03 20:49:00,C110714,P200591,S3118,1,0.0,None,Express,Delivered,1706.49,0.0,1706.49,1199.66,0.0,506.83,2024-01-06,2024-01-05,0,2
O505218,2024-01-10 22:56:00,C110804,P200357,S3089,1,0.0,None,Standard,Delivered,9746.29,0.0,9746.29,6949.1,0.0,2797.19,2024-01-16,2024-01-16,0,6
O505219,2024-10-06 04:07:00,C100363,P200328,S3101,1,0.33999999999999997,Year End,Standard,Delivered,770.01,261.8,508.21,405.04,0.0,103.17,2024-10-12,2024-10-11,0,5
O505220,2025-06-26 02:04:00,C107448,P200364,S3048,1,0.3,None,Standard,Delivered,643.24,192.97,450.27,360.22,0.0,90.05,2025-07-02,2025-07-02,0,6
O505221,2024-02-19 17:18:00,C101470,P200100,S3082,5,0.13,Summer Sale,Standard,Delivered,2701.25,351.16,2350.09,2098.63,0.0,251.46,2024-02-25,2024-02-26,1,7
O505222,2023-03-16 05:59:00,C102793,P200517,S3062,1,0.025,Monsoon Mania,Express,Delivered,2029.99,50.75,1979.24,1622.98,0.0,356.26,2023-03-19,2023-03-20,1,4
O505223,2025-04-13 05:46:00,C108291,P200465,S3070,1,0.0,None,Same Day,Delivered,6241.34,0.0,6241.34,4294.04,0.0,1947.3,2025-04-14,2025-04-15,1,2
